,0
12,"Media is often termed as the fourth pillar of India; it is an indispensable part in keeping democracy alive and reaching out to the masses. The media plays an instrumental role in educating and delivering the truth to people. However, in recent times, the media has exceeded its role by bringing its lens into the courtrooms and setting up its own trials, parallelly. The transition from responsible reporting to investigating various high-profile cases or cases of infamous crimes has made the media trial a common practice. From aiming to grab the highest television rating points to trying to stay relevant in the changing times, the media has overstepped its own boundary. The unconscious transition in its role has not only interfered with the fair administration of justice but also pressurised the judiciary to act in a certain way. It has, also, hampered the fundamental and constitutional rights of both the accused and the victim of a crime. The courts have always, unfailingly, guarded the freedom of press, and they continue to do so. However, the judiciary sensed trouble in certain cases when the media began to deliver its own verdict before the evidence was verified or the guilt proved. It is here that the need to demarcate a line arose in order to ensure the media remains well within its job of fair reporting. In an attempt to contain this adverse effect of the media, the legislature and the judiciary have attempted to frame rules and guidelines to that effect. This article attempts to discuss the various facets of media trials and the laws pertaining to them.
"
13,"The meteoric rise of the digital platforms and their increasing dominance can be easily considered the highlight of the latter half of the previous decade. Even though antitrust laws do apply to such online markets, the determination of the competitive strength of in these digital markets was often determined by the quantum of data accumulated by the entities. The article is an attempt by the authors to evaluate the feasibility of applicability of the existing competition law framework to the growing platform economies and the resultant implications of personal data being collected by such entities. For this research, the authors have outlined three specific questions. First, what is the inter-relation between the growing platform economy and merger control regime of a country? Second, what are the possible avenues of concerns that may arise due to collection of personal data? Finally, what are the possible enforcement challenges that would hamper the applicability of existing competition regimes to the digital platforms? The research is doctrinal research, and the authors have adopted a comparative-analytical research methodology for evaluating the above-mentioned research questions. The authors have considered the jurisdictions of the EU and India as the geographical scope for the research. The authors consider the following upon the conclusion of the study. First, the use and access of this data after the merger with companies with low turnover confer the acquiring enterprise a market power by which it can have an edge over its competitors in the market which will ultimately harm the competition in the market. Second, the digital market is data-driven; hence, collection of copious amounts of data places the big-tech players in a position of control, allowing them to indulge in exclusionary and exploitative conduct. Third, the assessment basis of combinations, more specifically in cases of data-based entities within the competition law, needs a serious re-assessment to include data within the scope of assessment as it is the primary asset in such cases.
"
14,"This case note reports on the judgment of the Court of Justice in case C-673/20 EP. The decision clarified that British nationals lost their EU citizenship status following the UK's withdrawal from the Union. After giving an overview of the facts of the case and summarizing the opinion of AG Collins and the Court's reasoning, this contribution critically engages with the judgment and reflects on its place in the Court's jurisprudence on Union citizenship.
"
15,"The principle that in all actions relating to children () the child's best interests must be a primary consideration (Article 24(2) EU Charter of Fundamental Rights) is widely applied by the Court of Justice of the European Union (CJEU). This article considers preliminary rulings in which the CJEU had recourse to the best interests of the child as the criterion for settling the dispute in the main proceeding. For analytical purposes, these cases may be grouped in two clusters: cases resembling child custody disputes, and other cases. It is argued that, in the light of the varied factual circumstances of the judicial disputes, the application of the criterion of best interests of the child as primary consideration warrants further scrutiny. To this end, this article identifies and assesses a practical and a conceptual challenge to the widespread application of the criterion. The former posits that the criterion is indeterminate, and this article considers whether drawing from Article 3 of the Convention on the Right of the Child may help in solving the uncertainty; the latter maintains that the test is unjust and self-defying, a critique that this article finds only partially founded, for cases resembling child custody disputes.
"
16,"Temporariness of refugee protection has started to emerge as a new standard in the policies of European countries. Given this development, the article focuses on one specific issue related to this temporariness: how refugee status intertwines with the conditions for the granting, revocation and prolongation of national residence permits. What are the interconnections between refugee status, including its cessation and revocation, on the one hand, and national residence permits and their revocation and prolongation, on the other? How are these interconnections regulated by international law, EU law and national law (with Sweden as an example)? Inaddition to the detailed analysis of the relevant legal norms, the article situates the questions within a more general discussion about residence in the national community. In this way, it is shown how temporariness creates tensions at national level where the refugee qua resident in the national community, benefits from safeguards in favour of individual certainty. This explains why residence permits, as opposed to refugee status, have central organizing role at national level.
"
17,"Based on the guidelines issued by the European Securities and Market Authority and by the European Banking Authority, the article deals with the legal qualification of blockchain-based crypto-assets under EU law. Focusing on crypto-assets that function as a) investment instruments (that is, investment tokens) and as b) electronic money (that is, payment tokens), the work outlines shortages and drawbacks in the applicability and enforcement of existing EU legal frameworks regulating investment activities and payment services. With such analysis, the article seeks to inform the ongoing debate within European institutions on the need of regulatory intervention in this area, and it points out pressing questions to be tackled by further research.
"
18,"This article examines, within Chinas complex healthcare sector, the extent to which Chinas legal frameworks can adapt to a data-driven context that requires the reconciliation of public and private interests for the use of health data. Current data-processing mechanisms operate through individual consent, and administrative authorisation in mobile health settings are insufficient and ineffective to meet societal needs while simultaneously protecting individuals interests. In light of this shift of regulation from individual control to collective governance, this article argues that the principle of the right to health may complement this collective governance model. The right to health principle emphasises solidarity, justice, confidentiality, and collective responsibility, which may balance power asymmetries in the use of health data among different stakeholders. The article proposes a solution that incorporates the states obligation with private actors responsibilities, while stressing the importance of data sharing and the fair use of health data.
"
19,"In 2018, Australian paramedics entered the National Registration and Accreditation Scheme for Health Practitioners. The scheme represented a significant change in the way paramedics were regulated and able to self-identify. Equally, it brought substantial changes to the individual accountability and responsibilities of practitioners. Response to these reforms was largely positive; however, diverse views existed on the intent and impacts of the scheme. Paramedics were surveyed immediately before registration commencement to examine their views concerning the new regulatory framework. Supportive views included acknowledgement of regulations public safety function and potential advancement of the profession. Dissenting views predicted increased practitioner risk and degradation of working conditions. Importantly, this study explores how members of the same profession can have diverse views of the same regulatory scheme. This study supports the notion that paramedicine consists of diverse subcultures with differing worldviews. This presents challenges in ensuring cohesive professional engagement with regulation and the evolution of the profession.
"
20,"This article assesses the regulatory framework relating to over-the-counter (OTC) sales of antibiotics for human use in India. The OTC sale of antibiotics is recognised as a pathway for the emergence of antimicrobial resistance (AMR); a serious public health challenge in need of urgent regulatory responses. Analytically, this article identifies opportunities within existing laws in India and highlights gaps that need to be filled by modifying existing laws or developing new ones. Conceptually, it suggests a need to reflect on the limits of traditional, top-down, command-and control regulation and to think about alternative approaches. The article therefore advocates for an approach to regulation that incorporates two elements. First, it argues for a broader concept of regulation that encompasses binding as well as non-binding regulatory instruments and initiatives aimed at influencing stakeholder behaviour (including soft regulation, economic incentives, information campaigns and uses of technology). Second, it makes the case for enhanced stakeholder participation in regulatory design. The article will be relevant for health policy and drug regulators in India and other low- and middle-income countries, as well as legal scholars, social scientists and others interested in the regulation of OTC sales of antibiotics for AMR containment.
"
21,"COVID-19 has significantly impacted all aspects of maternity services in the United Kingdom, exacerbating the fact that choice is insufficiently centred within the maternity regime. In this article, we focus on the restrictions placed on homebirthing services by some National Health Service Trusts in response to the virus. In March 2020, around a third of Trusts implemented blanket policies suspending their entire homebirth service. We argue that the failure to protect choice about place of birth during the pandemic may not only be harmful to birthing peoples physical and mental health, but also that it is legally problematic as it may, in some instances, breach human rights obligations. We also voice concerns about the possibility that in the absence of available homebirthing services people might choose to freebirth. While freebirthing (birthing absent any medical or midwifery support) is not innately problematic, it is concerning that people may feel forced to opt for this.
"
22,"The modern, global food system is unsustainable for both human and planetary health. The widespread consumption of highly processed foods and use of production systems that negatively affect the environment have led to a rise in nutrition-related diseases and exacerbated the effects of climate change. A comprehensive reform of global food systems and diets is needed to effectively respond to this problem, but the interference of food industry actors in health negotiations is diluting health policies at both domestic and international levels. This article establishes the concrete value of international legal responses grounded in human rights for tackling the global syndemic of climate change and malnutrition. The Framework Convention on Tobacco Control (FCTC) exemplifies how normative conflicts between the trade and health regimes can be overcome. Forming an effective and egalitarian response to malnutrition and climate change will require a rights-based, regime interaction approach that prioritizes human and planetary health over private interests.
"
23,"Noting that 2022 marked the 45th anniversary of the Additional Protocols to the 1949 Geneva Conventions  the first treaties that explicitly noted the relationship between international human rights law and international humanitarian law - this column reflects on how the relationship between these two bodies of law has developed since 1977. It demonstrates that while much progress has been made internationally towards understanding the relationship between two bodies of law, there are still obstacles to be overcome if the goal is to apply the two bodies of law in a complementary fashion and achieve the maximum protection of the human person.
"
24,"Black Lives Matter is having a profound impact on how individuals and communities view their repressive histories and their present environments. The movement has greatly influenced the questioning of everyday landscapes and the role of official memory in the erection, maintenance, or removal of monuments and memorials. In this column, I shed light on these phenomena, and highlight the tensions that exist between the acknowledgement and removal of racist or problematic memorials and statues and the protection of historical monuments and cultural heritage more generally. A human rights approach to memorialization would be a step in the right direction, while recognizing that the imperatives of the present shape memorialization efforts. It calls on those in the human rights field to continue pressing for critical reflection and debate around racism and memory landscapes, and to call out and expose racism in all of its forms in order to bring about social change.
"
25,"On 14 June 2018, Russias national football team will play against Saudi Arabia for the opening match of this years football World Cup held in Russia. In the subsequent month, more than 3 billion people are expected to follow this mega-sporting event (MSE) on television.1 What the people behind their screens will see are state-of-the-art stadiums with the newest technology, each costing hundreds of millions of dollars.2 What most of the viewers are not aware of, however, is that during the building of these stadiums tens of thousands of workers were exposed to severe human rights violations.3 Human Rights Watch (HRW) and other human rights groups documented the structural exploitation of workers, including non-payment or severe delays in payment of wages, working in unsafe conditions leading to injuries, and the death of 17 workers, as well as forced illegal work due to lack of employment contracts and other documentation.4 Lack of proof of any employment relation made it extremely difficult for workers to complain about these exploitative practices. If workers managed to file a complaint, they were threatened by their employers with retaliation and non-payment of wages.5 Journalists and human rights advocates who tried to investigate and report on these conditions have been working under constant suspicion and intimidation. Journalists have been arrested during their investigations, held in detention and faced with criminal charges.6
"
