,0
10,"The literature on the blood cells of Zovawk pigs is scanty; thus, this study was 
designed to elaborate the light microscopy (LM) and scanning electron microscopy 
(SEM) characterization of blood cells of Zovawk pigs by LM and SEM. Twelve 
different blood samples were aseptically obtained from adult healthy Zovawk 
pigs, irrespective of sex. To determine the cytomorphological and cytochemical 
structures of the many produced constituents of blood, blood smears were stained 
with various stains. The blood samples were treated with various substrates for 
cytoenzymatic research, and the alterations were noted. A 1000× magnification 
Olympus Trinocular Research microscope was used to examine the smears. The blood 
samples were prepared for electron microscopy according to the standard 
procedure. The prepared samples were delivered to the Sophisticated Analytical 
Instrumentation Facility (SAIF), All India Institute of Medical Sciences 
(AIIMS), New Delhi, for SEM imaging. On LM, pig erythrocytes were spherical and 
nonnucleated. The cytoplasm of the neutrophils was spherical and included 
cytoplasmic granules. The eosinophils had prominent cytoplasmic granules and 
were round. Basophils were infrequently present and had cytoplasmic granules 
that were clear blue. The sizes of small, medium and large lymphocytes were 
noted. The monocytes were oval or circular. The platelets ranged in form from 
asymmetric to round. The blood samples were stained for cytochemical analyses 
using acid ferrocyanide stain for iron, Sudan black blue stain for lipids, 
toluidine blue stain for mucopolysaccharides, and periodic acid Schiff's stain 
for glycogen. The cytoenzymatic characteristics were evaluated and compared with 
substrates treated with acid phosphatase, alkaline phosphatase, peroxidase, 
arylsulfatase, cytochrome oxidase, beta-glucuronidase, and succinate 
dehydrogenase. Erythrocytes appeared as biconcave disks under SEM. Two forms of 
leukocytes were observed, having a rough and pointed cell surface like a flower. 
It can be concluded that the LM and SEM morphology of blood cells of Zovawk pigs 
resembled other domestic animals, however, few differences were observed among 
the discussed animals."
11,"BACKGROUND: When aortic cells are under stress, such as increased hemodynamic 
pressure, they adapt to the environment by modifying their functions, allowing 
the aorta to maintain its strength. To understand the regulation of this 
adaptive response, we examined transcriptomic and epigenomic programs in aortic 
smooth muscle cells (SMCs) during the adaptive response to AngII (angiotensin 
II) infusion and determined its importance in protecting against aortic aneurysm 
and dissection (AAD).
METHODS: We performed single-cell RNA sequencing and single-cell sequencing 
assay for transposase-accessible chromatin (scATAC-seq) analyses in a mouse 
model of sporadic AAD induced by AngII infusion. We also examined the direct 
effects of YAP (yes-associated protein) on the SMC adaptive response in vitro. 
The role of YAP in AAD development was further evaluated in AngII-infused mice 
with SMC-specific Yap deletion.
RESULTS: In wild-type mice, AngII infusion increased medial thickness in the 
thoracic aorta. Single-cell RNA sequencing analysis revealed an adaptive 
response in thoracic SMCs characterized by upregulated genes with roles in wound 
healing, elastin and collagen production, proliferation, migration, cytoskeleton 
organization, cell-matrix focal adhesion, and AKT and TGF-β signaling. 
ScATAC-seq analysis showed increased chromatin accessibility at regulatory 
regions of adaptive genes and revealed the mechanical sensor YAP/transcriptional 
enhanced associate domains as a top candidate transcription complex driving the 
expression of these genes (eg, Lox, Col5a2, Tgfb2). In cultured human aortic 
SMCs, cyclic stretch activated YAP, which directly bound to adaptive gene 
regulatory regions (eg, Lox) and increased their transcript abundance. 
SMC-specific Yap deletion in mice compromised this adaptive response in SMCs, 
leading to an increased AAD incidence.
CONCLUSIONS: Aortic stress triggers the systemic epigenetic induction of an 
adaptive response (eg, wound healing, proliferation, matrix organization) in 
thoracic aortic SMCs that depends on functional biomechanical signal 
transduction (eg, YAP signaling). Our study highlights the importance of the 
adaptive response in maintaining aortic homeostasis and preventing AAD in mice."
12,"Ischemic heart disease including myocardial infarction is still the leading 
cause of death worldwide. Although the survival early after myocardial 
infarction has been significantly improved by the introduction of percutaneous 
coronary intervention, long-term morbidity and mortality remain high. The 
elevated long-term mortality is mainly driven by cardiac remodeling processes 
triggering ischemic heart failure and electric instability. Despite the new 
developments in pharmaco-therapy of heart failure, we still lack targeted 
therapies for cardiac remodeling and fibrosis. Single-cell and genomic 
technologies allow us to map the human heart at unprecedented resolution and 
allow to gain insights into cellular and molecular heterogeneity. However, these 
technologies rely on digested tissue and isolated cells or nuclei and thus lack 
spatial information. Spatial information is critical to understand tissue 
homeostasis and disease and can be utilized to identify disease-driving cell 
populations and mechanisms including cellular cross-talk. Here, we discuss 
recent advances in single-cell and spatial genomic technologies that give 
insights into cellular and molecular mechanisms of cardiac remodeling after 
injury and can be utilized to identify novel therapeutic targets and pave the 
way toward new therapies in heart failure."
13,"OBJECTIVES: Stem cells of the apical papilla (SCAPs) provide promising 
candidates for dental pulp regeneration. Despite great advances in the 
transcriptional controls of the SCAPs fate, little is known about the regulation 
of SCAP differentiation.
MATERIALS AND METHODS: Short hairpin RNAs and full-length RNA were used to 
deplete or overexpress lysine demethylase 4D (KDM4D) gene expression. Western 
blotting, real-time RT-PCR, alizarin red staining, and scratch migration assays 
were used to study the role of KDM4D and the ribosomal protein encoded by RPS5 
in SCAPs. RNA microarray, chromatin Immunoprecipitation (ChIP) and 
co-immunoprecipitation (Co-IP) assays were performed to explore the underlying 
molecular mechanisms.
RESULTS: KDM4D enhanced the osteo/dentinogenic differentiation, migration, and 
chemotaxis of SCAPs. The microarray results revealed that 88 mRNAs (14 
upregulated and 74 downregulated) were differentially expressed in 
KDM4D-overexpressed SCAPs. ChIP results showed knock-down of KDM4D increased the 
level of H3K9me2 and H3K9me3 in CNR1 promoter region. There were 37 possible 
binding partners of KDM4D. KDM4D was found to combine with RPS5, which also 
promoted the osteo/dentinogenic differentiation, migration, and chemotaxis of 
SCAPs.
CONCLUSIONS: KDM4D promoted the osteo/dentinogenic differentiation and migration 
potential of SCAPs in combination with RPS5, which provides a therapeutic clue 
for improving SCAPs-based dental tissue regeneration."
14,"PROBLEM: Interleukin 35 (IL-35) is involved in the pathogenesis of endometriosis 
by suppressing immunoreaction and promoting endometrial cell proliferation. It 
may also be an essential cytokine in forming the immunosuppressive functions of 
regulatory B lymphocytes (Bregs). The involvement of Bregs in the pathogenesis 
of endometriosis has not been previously investigated. In this study, we 
determined the frequencies of different Breg subpopulations, namely, B10, 
immature B-cells, and plasmablasts, and their abilities to produce IL-35 in 
women with endometriosis compared to healthy women.
METHODS: The frequencies of different subpopulations of Bregs producing IL-35 
were measured in the peripheral blood of women with endometriosis (total pool), 
women with deep infiltration endometriosis (DIE), women with ovarian 
endometriosis, and healthy women as a control by flow cytometry.
RESULTS: We observed a decrease in the percentage of B10 cells and plasmablasts 
in women with endometriosis and an increase in the percentage of these Breg 
populations producing IL-35 in the same experimental group. Interestingly, we 
also revealed that women with DIE had increased percentages of B10 cells and 
plasmablasts producing IL-35.
CONCLUSION: Taken together, our findings are the first to reveal the frequencies 
of different subpopulations of Bregs producing IL-35 in women with 
endometriosis. The results suggest that IL-35 expression in B lymphocytes could 
be used as a peripheral marker of endometriosis; however, further studies are 
needed. This article is protected by copyright. All rights reserved."
15,"Extracellular vesicles (EVs) are lipid membrane-bound particles involved in 
cell-to-cell communication through a delivery of regulatory molecules essential 
for physiological processes. Since EVs efficiently vectorize specific cargo 
molecules, they have been proposed as suitable vehicles for therapeutic agents. 
Drug loading into EVs can be achieved by active, exogenous strategies or by 
genetic modifications of vesicle-producing cells. With the aim to produce EVs 
conveying therapeutic proteins, we genetically engineered and compared HEK293 to 
tumor cells. Tetraspanin-based RFP fusions were found to be more stable and 
preferentially sorted into EVs in HEK293. EVs isolated from genetically modified 
HEK293 cells media were captured by cancer cells, efficiently delivering their 
cargo. Cathepsin B cleavage site introduced between CD9/CD81 and RFP was 
recognized by tumor specific proteases allowing the release of the reporter 
protein. Our results indicate HEK293 cells as a preferential system for the 
production of EVs and pave the way to the development of nano-platforms for the 
efficient delivery of therapeutic proteins and prodrugs to tumor cells."
16,"Hepatocellular carcinoma (HCC) is a malignant tumor leading cancer-associated 
high mortality worldwide. Unfortunately, the most commonly used drug 
therapeutics not only lack of target ability and efficiency, but also exhibit 
severe systemic toxicity to normal tissues. Thus, effective and targeted 
nanodrug of HCC therapy is emerging as a more important issue. Here, we design 
and develop the novel nanomicelles, namely Mannose-polyethylene glycol 
600-Nitroimidazole (Man-NIT). This micelle compound with high purity comprise 
two parts, which can self-assemble into nanoscale micelle. The outer shell is 
selected mannose as hydrophilic moiety, while the inner core is nitroimidazole 
as hydrophobic moiety. In the cell experiment, Man-NIT was more cellular uptake 
by HCCLM3 cells due to the mannose modification. Mannose as a kind of glucose 
transporter 1 (GLUT1) substrate, can specifically recognize and bind to 
over-expressed GLUT1 on carcinoma cytomembrane. The nitroimidazole moiety of 
Man-NIT was reduced by the over-expressed nitroreductase with reduced 
nicotinamide adenine dinucleotide phosphate (NADPH) as the cofactor, resulting 
in transient deletion of NADPH and glutathione (GSH). The increase of reactive 
oxygen species (ROS) in HCCLM3 cells disturbed the balance of redox, and finally 
caused the death of tumor cells. Additional in vivo experiment was conducted 
using twenty-four male BALB/c nude mice to build the tumor model. The results 
showed that nanomicelles were accumulated in the liver of mice. The tumor size 
and pathological features were obviously improved after nanomicelles treatment. 
It indicates that namomicelles have a tumor inhibition effect, especially 
Man-NIT, which may be a potential nanodrug of chemotherapeutics for HCC therapy."
17,"It is known that phosphatidylinositol phosphate 5 kinase (PIP5K) γ and 
phospholipase C (PLC) β3, working sequentially in the phosphoinositide cycle, 
are localized in dorsal root ganglion (DRG) somata and are involved in the 
regulation of pain and related sensations. However, the sites of their 
involvement have remained to be clarified. In the present study, 
immunoreactivity for PLCβ3 was distinct only in the central process of mouse 
DRG, but not in its peripheral process, in contrast to distinct 
PIP5Kγ-immunoreactivity in both peripheral and central DRG processes. No nerve 
terminals showing immunoreactivity for PLCβ3 were detected in any peripheral 
sensory fields, similar to PIP5Kγ-immunoreactivity. In DRG somata, 
PIP5Kγ-immunoreactivity was rather confined to the neurolemma in which dots and 
threads were discerned in 3D bright field light microscopy. This feature well 
corresponded to its discontinuous localization along the plasma membranes in 
immuno-electron microscopy. In contrast, PLCβ3-immunoreactivity occurred 
diffusely throughout the somata, but did not take distinct appearance of 
immunoreaction on neurolemma or plasma membranes, unlike 
PIP5Kγ-immunoreactivity. In addition, satellite glial cells were immunonegative 
for PLCβ3, but immunopositive for PIP5Kγ. The involvement of PLCβ3 in regulation 
of pain and related sensations is thus suggested to be mainly exerted at levels 
of the DRG soma and its upstream, but to be less significant in the peripheral 
sensory fields, similar to PIP5Kγ. The possibility is also suggested that PIP, 
PIP5Kγ-target, is localized heterogeneously, but PIP2, PLCβ3-target, is 
localized homogenously over the plane of the neuronal plasma membranes. RESEARCH 
HIGHLIGHTS: PIP5Kγ, different from PLCβ3, was localized heterogeneously on 
neuronal membranes, and this difference was demonstrated in 3D-bright field 
immuno-light and electron microscopy. Either PIP5Kγ or PLCβ3 was not detected in 
peripheral nerve terminals."
18,"INTRODUCTION: Basal cell carcinoma (BCC) is the most common malignant tumor in 
adult white populations. If BCCs are not treated for years, if they cause 
massive destruction of the surrounding tissues, if they are considered 
unresectable or not eligible for radiotherapy they become progressively ""locally 
advanced"" (laBCC) or metastatic (mBCC). These tumors are defined as 
'difficult-to-treat BCC'.
AREAS COVERED: A comprehensive search on PubMed was conducted to identify 
relevant literature about the several approved and recommended treatment options 
for the management of difficult-to-treat BCC published from January 2012 to July 
2022. Surgical options, radiotherapy, hedgehog inhibitors, immunotherapy and 
combined treatments are discussed. The keywords used were basal cell carcinoma; 
difficult-to-treat BCC; management of difficult-to-treat BCC; surgical therapy; 
radiotherapy; hedgehog inhibitors; immunotherapy.
EXPERT OPINION: Identifying the best approach to DTT BCCs is one of the main 
challenges for the dermato-oncologist. The introduction of HHI for the treatment 
of advanced BCCs has revolutionized the clinical management of DTT BCCs. The 
immune checkpoint inhibitor cemiplimab has been approved for the treatment of 
locally advanced or metastatic BCC refractory to HHI therapy or in patients 
intolerant to HHI therapy. Multidisciplinary teams (MDTs) play a key role in 
managing these complex patients."
19,"The aim of this study was to optimize a coculture in vitro model established 
between the human Müller glial cells and human umbilical vein endothelial cells, 
mimicking the inner blood-retinal barrier, and to explore its resistance to 
damage induced by oxidative stress. A spontaneously immortalized human Müller 
cell line MIO-M1 and human umbilical vein endothelial cells (HUVEC) were plated 
together at a density ratio 1:1 and maintained up to the 8th passage (p8). The 
MIO-M1/HUVECs p1 through p8 were treated with increasing concentrations (range 
200-800 μM) of H2 O2 to evaluate oxidative stress induced damage and comparing 
data with single cell cultures. The following features were assayed p1 through 
p8: doubling time maintenance, cell viability using MTS assay, ultrastructure of 
cell-cell contacts, immunofluorescence for Vimentin and GFAP, molecular biology 
(q-PCR) for GFAP and CD31 mRNA. MIO-M1/HUVECs cocultures maintained distinct 
cell cytotype up to p8 as shown by flow cytometry analysis, without evidence of 
cross activation, displaying cell-cell tight junctions mimicking those found in 
human retina, only acquiring a slight resistance to oxidative stress induction 
over the passages. This MIO-M1/HUVECs coculture represents a simple, 
reproducible and affordable model for in vitro studies on oxidative 
stress-induced retinal damages."
20,"OBJECTIVES: Numerous diseases and disorders are associated with mitochondrial 
DNA (mtDNA) mutations, among which m.1555A > G and m.1494C > T mutations in the 
12 S ribosomal RNA gene contribute to aminoglycoside-induced and nonsyndromic 
hearing loss worldwide.
METHODS: A total of 76,842 qualified non-invasive prenatal (NIPT) samples were 
subjected to mtDNA mutation and haplogroup analysis.
RESULTS: We detected 181 m.1555A > G and m.1494C > T mutations, 151 of which 
were subsequently sequenced for full-length mitochondrial genome verification. 
The positive predictive values for the m.1555A > G and m.1494C > T mutations 
were 90.78% and 90.00%, respectively, a performance comparable to that attained 
with newborn hearing screening. Furthermore, mitochondrial haplogroup analysis 
revealed that the 12 S rRNA 1555A > G mutation was enriched in sub-haplotype 
D5[p = 0, OR = 4.6706(2.81-7.78)].
CONCLUSIONS: Our findings indicate that the non-invasive prenatal testing of 
cell-free DNA obtained from maternal plasma can successfully detect m.1555A > G 
and m.1494C > T mutations."
21,"Five-year survival of pancreatic cancer (PC) remains low. Murine models may not 
adequately mimic human PC and can be too small for medical device development. A 
large animal PC model could address these issues. We induced and characterized 
pancreatic tumors in Oncopigs (transgenic swine containing KRASG12D and 
TP53R167H). Oncopigs underwent injection of adenovirus expressing Cre 
recombinase (AdCre) into one of the main pancreatic ducts. Resultant tumors were 
characterized by histology, cytokine expression, exome sequencing and 
transcriptome analysis. Ten out of fourteen Oncopigs (71%) had gross tumor 
within three weeks. At necropsy all of these subjects had gastric outlet 
obstruction secondary to pancreatic tumor and phlegmon. Oncopigs with injections 
without Cre recombinase and wild type pigs with AdCre injection did not show 
notable effect. Exome and transcriptome analysis of the porcine pancreatic 
tumors revealed similarity with the molecular signatures and pathways of human 
PC. While further optimization and validation of this porcine PC model would be 
beneficial, it is anticipated that this model will be useful for focused 
research and development of diagnostic and therapeutic technologies for PC."
22,"Dynamic regulation of wound physiological signals is the basis of wound healing. 
Conventional biomaterials delivering growth factors to drive wound healing leads 
to the passive repair of soft tissues because of the mismatch of wound healing 
stages. Meanwhile, the bioactivity of wound exudate is often restricted by 
oxidation and bacterial contamination. Herein, an extracellular matrix mimicked 
nanofiber/hydrogel interpenetrated network (NFHIN) was constructed with a 3D 
nanofibrous framework for cell immigration, and interfiled aerogel containing 
cross-linked hyaluronic acid and hyperbranched polyamidoamine to balance the 
wound microenvironment. The aerogel can collect wound exudate and transform into 
a polycationic hydrogel with contact-killing effects even against intracellular 
pathogens (bactericidal rate > 99.9% in 30 min) and real-time scavenging 
property of reactive oxygen species. After co-culturing with the NFHIN, the 
bioactivity of fibroblast in theex vivoblister fluid was improved by 389.69%. 
The NFHIN showed sustainable exudate management with moisture-vapor transferring 
rate (6000 g m-2×24 h), equilibrium liquid content (75.3%), Young's modulus 
(115.1 ± 7 kPa), and anti-tearing behavior similar to human skin. The NFHIN can 
collect and activate wound exudate, turning it from a clinical problem to an 
autoimmune-derived wound regulation system, showing potential for wound care in 
critical skin diseases."
23,"Glaucoma is a neurodegenerative disease that affects primarily the retinal 
ganglion cells (RGCs). Increased intraocular pressure (IOP) is one of the major 
risk factors for glaucoma. The mainstay of current glaucoma therapy is limited 
to lowering IOP; however, controlling IOP in certain patients can be futile in 
slowing disease progression. The understanding of potential biomolecular 
processes that occur in glaucomatous degeneration allows for the development of 
glaucoma treatments that modulate the death of RGCs. Neuroprotection is the 
modification of RGCs and the microenvironment of neurons to promote neuron 
survival and function. Numerous studies have revealed effective neuroprotection 
modalities in animal models of glaucoma; nevertheless, clinical translation 
remains a major challenge. In this review, we select the most clinically 
relevant treatment strategies, summarize preclinical and clinical data as well 
as recent therapeutic advances in IOP-independent neuroprotection research, and 
discuss the feasibility and hurdles of each therapeutic approach based on 
possible pathogenic mechanisms. We also summarize the potential therapeutic 
mechanisms of various agents in neuroprotection related to glutamate 
excitotoxicity."
