,0
123,"Subcellular mRNA quantities and spatial distributions are fundamental for 
driving gene regulatory programs. Single molecule RNA FISH (smFISH) uses 
fluorescent probes to label individual mRNA molecules, thereby facilitating both 
localisation and quantitative studies. Validated reference mRNAs function as 
positive controls and are required for calibration. Here we present selection 
criteria for the first set of Arabidopsis smFISH reference genes. Following 
sequence and transcript data assessments, four mRNA probe sets were selected for 
imaging. Transcript counts per cell, correlations with cell size and corrected 
fluorescence intensities were all calculated for comparison. In addition to 
validating reference probe sets, we present sample preparation steps that can 
retain GFP fluorescence, thereby providing a method for simultaneous RNA and 
protein detection. In summary, our reference gene analyses, modified protocol 
and simplified quantification method together provide a firm foundation for 
future quantitative single molecule RNA studies in Arabidopsis root apical 
meristem cells."
124,"Functionally distinct CD4 + helper T (Th) cell subsets, including Th1, Th2, 
Th17, and regulatory T cells (Treg), play a pivotal role in the regulation of 
acquired immunity. Although the key proteins involved in the regulation of Th 
cell differentiation have already been identified, how the proteogenomic 
landscape changes during the Th cell activation remains unclear. To address this 
issue, we characterized proteogenomic signatures of differentiation to each Th 
cell subsets by RNA sequencing and liquid chromatography-assisted mass 
spectrometry, which enabled us to simultaneously quantify more than 10,000 
protein-coding transcripts and 8,000 proteins in a single-shot. The results 
indicated that T-cell receptor activation affected almost half of the transcript 
and protein levels in a low correlative and gene-specific manner, and specific 
cytokine treatments modified the transcript and protein profiles in a manner 
specific to each Th cell subsets: Th17 and Tregs particularly exhibited unique 
proteogenomic signatures compared to other Th cell subsets. Interestingly, the 
in-depth proteome data revealed that mRNA profiles alone were not enough to 
delineate functional changes during Th cell activation, suggesting that the 
proteogenomic dataset obtained in this study serves as a unique and 
indispensable data resource for understanding the comprehensive molecular 
mechanisms underlying effector Th cell differentiation."
125,"Colorectal cancer (CRC) is one of the most common malignant tumor types 
occurring in the digestive system. The incidence of CRC has exhibits yearly 
increases and the mortality rate among patients with CRC is high. The 
Wnt/β‑catenin signaling pathway, which is associated with carcinogenesis, is 
abnormally activated in CRC. Most patients with CRC have adenomatous polyposis 
coli mutations, while half of the remaining patients have β‑catenin gene 
mutations. Therefore, targeting the Wnt/β‑catenin signaling pathway for the 
treatment of CRC is of clinical value. In recent years, with in‑depth research 
on the Wnt/β‑catenin signaling pathway, inhibitors have been developed that are 
able to suppress or hinder the development and progression of CRC. In the 
present review, the role of the Wnt/β‑catenin signaling pathway in CRC is 
summarized, the research status on Wnt/β‑catenin pathway inhibitors is outlined 
and potential targets for inhibition of this pathway are presented."
126,"The mechanism underlying bladder cancer metastasis is associated with tumor 
angiogenesis. The present study aimed to evaluate the predictive role and value 
of an angiogenesis‑associated long non‑coding (lnc)RNA signature in patients 
with bladder cancer and the role of long intergenic non‑coding RNA (LINC)02321 
in the progression of this malignancy. Angiogenesis‑related lncRNAs were 
screened using Pearson correlation analysis and the signaturewas constructed 
using Cox regression analysis and evaluated using the receiver operating 
characteristic curve. LINC02321, which expressed the largest difference in 
bladder cancer, was screened using reverse transcription‑quantitative PCR. The 
role of LINC02321 in the malignant progression of bladder cancer was evaluated 
using Transwell, wound healing and Cell Counting Kit 8 assays. A total of six 
angiogenesis‑associated lncRNAs (USP30‑AS1, LINC02321, PSMB8‑AS1, KRT7‑AS, 
LINC01767 and OCIAD1‑AS1) were identified as candidates for the prognostic 
signature using Cox regression analysis. The overall survival of patients in the 
low‑risk group was significantly longer compared with that in the high‑risk 
group, with the highest area under the curve value being 0.807. A nomogram was 
constructed based on the traditional clinical indicators (age, sex, grade, 
American Joint Committee on Cancer stage) and risk score of patients. Compared 
with the traditional clinical indicators, the risk score demonstrated better 
clinical prediction capacity for predicting the prognosis of patients with 
bladder cancer. The Cancer Genome Atlas prediction and RT‑qPCR experimental 
results demonstrated that only LINC02321 was highly expressed in bladder cancer 
tissue and promoted the proliferation, invasion, migration and cisplatin 
resistance of the malignancy. Gene set enrichment, Pearson's correlation 
analysis and experimental results demonstrated that the VEGFA signalling pathway 
may be involved in the LINC02321‑regulated progression of bladder cancer. In 
conclusion, the six angiogenesis‑associated lncRNA signatures reported in the 
present study may be used to predict the prognosis of patients with bladder 
cancer, and LINC02321 promoted malignant progression of bladder cancer via the 
VEGFA signalling pathway."
127,"Author information:
(1)Aix Marseille Univ, APHM, INSERM, INRAE, C2VN, Marseille, France (F.M., R.V., 
S.B.).
(2)Department of Nutrition, Metabolic Diseases, Endocrinology, La Conception 
Hospital, Marseille, France (F.M., R.V., S.B.).
(3)Aix Marseille University, APHM, INSERM, IRD, SESSTIM, Sciences Economiques & 
Sociales de la Santé & Traitement de l'Information Médicale, Hop Timone, ISSPAM, 
BioSTIC, Biostatistique et Technologies de l'Information et de la Communication, 
Marseille, France (R.G.).
(4)Department of Endocrinology and Metabolism,Cardiovascular Prevention Unit, 
Sorbonne University Hospital Pitié-Salpêtrière Hospital, AP-HP.SU, Paris, France 
(A.G.).
(5)INSERM, UMR-1166, Institute of Cardiometabolism and Nutrition, Sorbonne 
University, Paris, France (A.G.).
(6)Department of Cardiology, Faculty of Medicine, Sorbonne Université, GRC n°22, 
C²MV-Complications Cardiovasculaires et Métaboliques Chez les Patients Vivant 
Avec le Virus de l'immunodéficience Humaine, Inserm UMR_S 938, Centre de 
Recherche Saint-Antoine, Institut Hospitalo-Universitaire de Cardio-métabolisme 
et Nutrition (ICAN), AP-HP, Hôpitaux de l'Est Parisien, Hôpital Saint-Antoine, 
Paris, France (F.B.).
(7)Service Endocrinologie Métabolisme et Prévention Cardiovasculaire, Institut 
E3M et IHU Cardiométabolique, Sorbonne Université et Hôpital Pitié Salpêtrière, 
Paris (E.B.).
(8)Department of Biochemistry, Obesity and Dyslipidemia Genetics Unit, Sorbonne 
University Hospital Pitié-Salpêtrière (A.C.).
(9)UMR INSERM U 1069 - Nutrition, Croissance et Cancer (N2C) - UFR de Médecine, 
Tours, France (R.H.).
(10)EA 7525, University Hospital of Martinique (J.I.).
(11)Département EDN, CHU Angers (S.L.).
(12)CarMen Laboratory, INSERM, INRA, INSA Lyon, Université Claude Bernard Lyon 
1, Pierre-Bénite, France (P.M.).
(13)Fédération d'endocrinologie, Maladies Métaboliques, Diabète et Nutrition, 
Hôpital Louis Pradel, GHE, Hospices Civils de Lyon, France (P.M.)."
128,"BACKGROUND: Genome-wide association studies have reported 23 gene loci related 
to abdominal aortic aneurysm (AAA)-a potentially lethal condition characterized 
by a weakened dilated vessel wall. This study aimed to identify proteomic 
signatures and pathways related to these risk loci to better characterize AAA 
genetic susceptibility.
METHODS: Plasma concentrations of 4870 proteins were determined using a DNA 
aptamer-based array. Linear regression analysis estimated the associations 
between the 23 risk alleles and plasma protein levels with adjustments for 
potential confounders in a race-stratified analysis of 1671 Black and 7241 White 
participants. Significant proteins were then evaluated for their prediction of 
clinical AAA (454 AAA events in 11 064 individuals), and those significantly 
associated with AAA were further interrogated using Mendelian randomization 
analysis.
RESULTS: Risk variants proximal to PSRC1-CELSR2-SORT1, PCIF1-ZNF335-MMP9, 
RP11-136O12.2/TRIB1, ZNF259/APOA5, IL6R, PCSK9, LPA, and APOE were associated 
with 118 plasma proteins in Whites and 59 were replicated in Black participants. 
Novel associations with clinical AAA incidence were observed for kit ligand (HR, 
0.59 [95% CI, 0.42-0.82] for top versus first quintiles) and neogenin (HR, 0.64 
[95% CI, 0.46-0.88]) over a median 21.2-year follow-up; neogenin was also 
associated with ultrasound-detected asymptomatic AAA (N=4295; 57 asymptomatic 
AAA cases). Mendelian randomization inverse variance weighted estimates 
suggested that AAA risk is promoted by lower levels of kit ligand (OR per 
SD=0.67; P=1.4×10-5) and neogenin (OR per SD=0.50; P=0.03).
CONCLUSIONS: Low levels of neogenin and kit ligand may be novel risk factors for 
AAA development in potentially causal pathways. These findings provide insights 
and potential targets to reduce AAA susceptibility."
129,"BACKGROUND: When aortic cells are under stress, such as increased hemodynamic 
pressure, they adapt to the environment by modifying their functions, allowing 
the aorta to maintain its strength. To understand the regulation of this 
adaptive response, we examined transcriptomic and epigenomic programs in aortic 
smooth muscle cells (SMCs) during the adaptive response to AngII (angiotensin 
II) infusion and determined its importance in protecting against aortic aneurysm 
and dissection (AAD).
METHODS: We performed single-cell RNA sequencing and single-cell sequencing 
assay for transposase-accessible chromatin (scATAC-seq) analyses in a mouse 
model of sporadic AAD induced by AngII infusion. We also examined the direct 
effects of YAP (yes-associated protein) on the SMC adaptive response in vitro. 
The role of YAP in AAD development was further evaluated in AngII-infused mice 
with SMC-specific Yap deletion.
RESULTS: In wild-type mice, AngII infusion increased medial thickness in the 
thoracic aorta. Single-cell RNA sequencing analysis revealed an adaptive 
response in thoracic SMCs characterized by upregulated genes with roles in wound 
healing, elastin and collagen production, proliferation, migration, cytoskeleton 
organization, cell-matrix focal adhesion, and AKT and TGF-β signaling. 
ScATAC-seq analysis showed increased chromatin accessibility at regulatory 
regions of adaptive genes and revealed the mechanical sensor YAP/transcriptional 
enhanced associate domains as a top candidate transcription complex driving the 
expression of these genes (eg, Lox, Col5a2, Tgfb2). In cultured human aortic 
SMCs, cyclic stretch activated YAP, which directly bound to adaptive gene 
regulatory regions (eg, Lox) and increased their transcript abundance. 
SMC-specific Yap deletion in mice compromised this adaptive response in SMCs, 
leading to an increased AAD incidence.
CONCLUSIONS: Aortic stress triggers the systemic epigenetic induction of an 
adaptive response (eg, wound healing, proliferation, matrix organization) in 
thoracic aortic SMCs that depends on functional biomechanical signal 
transduction (eg, YAP signaling). Our study highlights the importance of the 
adaptive response in maintaining aortic homeostasis and preventing AAD in mice."
130,"OBJECTIVES: Stem cells of the apical papilla (SCAPs) provide promising 
candidates for dental pulp regeneration. Despite great advances in the 
transcriptional controls of the SCAPs fate, little is known about the regulation 
of SCAP differentiation.
MATERIALS AND METHODS: Short hairpin RNAs and full-length RNA were used to 
deplete or overexpress lysine demethylase 4D (KDM4D) gene expression. Western 
blotting, real-time RT-PCR, alizarin red staining, and scratch migration assays 
were used to study the role of KDM4D and the ribosomal protein encoded by RPS5 
in SCAPs. RNA microarray, chromatin Immunoprecipitation (ChIP) and 
co-immunoprecipitation (Co-IP) assays were performed to explore the underlying 
molecular mechanisms.
RESULTS: KDM4D enhanced the osteo/dentinogenic differentiation, migration, and 
chemotaxis of SCAPs. The microarray results revealed that 88 mRNAs (14 
upregulated and 74 downregulated) were differentially expressed in 
KDM4D-overexpressed SCAPs. ChIP results showed knock-down of KDM4D increased the 
level of H3K9me2 and H3K9me3 in CNR1 promoter region. There were 37 possible 
binding partners of KDM4D. KDM4D was found to combine with RPS5, which also 
promoted the osteo/dentinogenic differentiation, migration, and chemotaxis of 
SCAPs.
CONCLUSIONS: KDM4D promoted the osteo/dentinogenic differentiation and migration 
potential of SCAPs in combination with RPS5, which provides a therapeutic clue 
for improving SCAPs-based dental tissue regeneration."
131,"Accurate predictions of pathogenicity for mutations associated with genetic 
disease are key to the success of precision medicine. Inherited, missense coding 
mutations in the myocilin gene (MYOC), within its olfactomedin (OLF) domain, 
comprise the strongest genetic link to primary open angle glaucoma via a toxic 
gain of function, and MYOC is an attractive precision medicine target. However, 
not all mutations in MYOC cause glaucoma, and common variants are expected to be 
neutral polymorphisms. The gnomAD database lists ∼100 missense variants 
documented within OLF, all of which are relatively rare (allele frequency 
<0.001%) and nearly all are of unknown pathogenicity. To disambiguate disease 
from benign OLF variants, we first characterized the most prevalent 
population-based variants using a suite of cellular and biophysical assays, and 
identify two variants with features of aggregation-prone familial disease 
variants. Next, we consider all available biochemical and clinical data to 
demonstrate that pathogenic and benign variants can be differentiated 
statistically based on a single metric, thermal stability of OLF. Our results 
motivate genotyping MYOC in patients for clinical monitoring of this widespread, 
painless, and irreversible age-onset disease."
132,"OBJECTIVES: Numerous diseases and disorders are associated with mitochondrial 
DNA (mtDNA) mutations, among which m.1555A > G and m.1494C > T mutations in the 
12 S ribosomal RNA gene contribute to aminoglycoside-induced and nonsyndromic 
hearing loss worldwide.
METHODS: A total of 76,842 qualified non-invasive prenatal (NIPT) samples were 
subjected to mtDNA mutation and haplogroup analysis.
RESULTS: We detected 181 m.1555A > G and m.1494C > T mutations, 151 of which 
were subsequently sequenced for full-length mitochondrial genome verification. 
The positive predictive values for the m.1555A > G and m.1494C > T mutations 
were 90.78% and 90.00%, respectively, a performance comparable to that attained 
with newborn hearing screening. Furthermore, mitochondrial haplogroup analysis 
revealed that the 12 S rRNA 1555A > G mutation was enriched in sub-haplotype 
D5[p = 0, OR = 4.6706(2.81-7.78)].
CONCLUSIONS: Our findings indicate that the non-invasive prenatal testing of 
cell-free DNA obtained from maternal plasma can successfully detect m.1555A > G 
and m.1494C > T mutations."
133,"Tuberculosis remains a global health threat with high morbidity. Dendritic cells 
(DCs) participate in the acute and chronic inflammatory responses to 
Mycobacterium tuberculosis (Mtb) by directing the adaptive immune response and 
are present in lung granulomas. In macrophages, the interaction of lipid 
droplets (LDs) with mycobacteria-containing phagosomes is central to 
host-pathogen interactions. However, the data available for DCs are still a 
matter of debate. Here, we reported that bone marrow-derived DCs (BMDCs) were 
susceptible to Mtb infection and replication at similar rate to macrophages. 
Unlike macrophages, the analysis of gene expression showed that Mtb infection 
induced a delayed increase in lipid droplet-related genes and proinflammatory 
response. Hence, LD accumulation has been observed by high-content imaging in 
late periods. Infection of BMDCs with killed H37Rv demonstrated that LD 
accumulation depends on Mtb viability. Moreover, infection with the attenuated 
strains H37Ra and M. bovis-BCG induced only an early transient increase in LDs, 
whereas virulent Mtb also induced delayed LD accumulation. In addition, 
infection with the BCG strain with the reintroduced virulence RD1 locus induced 
higher LD accumulation and bacterial replication when compared to parental BCG. 
Collectively, our data suggest that delayed LD accumulation in DCs is dependent 
on mycobacterial viability and virulence."
134,"Background: A better understanding of the influence of genetic factors on the 
response to lifestyle interventions in people with obesity may allow the 
development of more personalised, effective and efficient therapeutic 
strategies. We sought to determine the influence of six obesity-related genetic 
risk scores on the magnitude of weight lost by patients with severe obesity who 
completed a dietary intervention. Methods: In this single-centre prospective 
cohort study, participants with severe and complicated obesity who completed a 
24-week, milk-based meal replacement programme were genotyped to detect the 
frequency of common risk alleles for obesity and type 2 diabetes-related traits. 
Genetic risk scores (GRS) for six of these traits were derived. Participants 
with a potentially deleterious monogenic gene variant were excluded from the 
analysis. Results: In 93 patients completing the programme who were not carrying 
a known obesity-related gene mutation, 35.5% had diabetes, 53.8% were female, 
mean age was 51.4 ± 11 years, mean body mass index was 51.5 ± 8.7 and mean total 
weight loss percent at 24 weeks was 16 ± 6.3%. The waist-hip ratio (WHR) GRS was 
inversely associated with percentage total weight loss at 24 weeks (adjusted β 
for one standard deviation increase in WHR GRS -11.6 [-23.0, -0.3], p = 0.045), 
and patients in the lowest tertile of WHR GRS lost more weight. Conclusions: 
Patients with severe and complicated obesity with a genetic predisposition to 
central fat accumulation had less weight loss in a 24-week milk-based meal 
replacement programme, but there was no evidence for influence from the five 
other obesity-related genetic risk scores on the response to dietary 
restriction."
135,"The clinical use of genomic analysis has expanded rapidly resulting in an 
increased availability and utility of genomic information in clinical care. We 
have developed an infrastructure utilizing informatics tools and clinical 
processes to facilitate the use of whole genome sequencing data for population 
health management across the healthcare system. Our resulting framework scaled 
well to multiple clinical domains in both pediatric and adult care, although 
there were domain specific challenges that arose. Our infrastructure was 
complementary to existing clinical processes and well-received by care providers 
and patients. Informatics solutions were critical to the successful deployment 
and scaling of this program. Implementation of genomics at the scale of 
population health utilizes complicated technologies and processes that for many 
health systems are not supported by current information systems or in existing 
clinical workflows. To scale such a system requires a substantial clinical 
framework backed by informatics tools to facilitate the flow and management of 
data. Our work represents an early model that has been successful in scaling to 
29 different genes with associated genetic conditions in four clinical domains. 
Work is ongoing to optimize informatics tools; and to identify best practices 
for translation to smaller healthcare systems."
136,"This case series presents the novel genetic addiction risk score (GARS), which 
shows a high prevalence of polymorphic risk alleles of reward genes in a nuclear 
family with multiple reward deficiency syndrome (RDS) behavioral issues 
expressing a hypodopaminergic antecedent. The family consists of a mother, 
father, son, and daughter. The mother experienced issues with focus, memory, 
anger, and amotivational syndrome. The father experienced weight issues and 
depression. The son experienced heavy drinking, along with some drug abuse and 
anxiety. The daughter experienced depression, lethargy, brain fog, focus issues, 
and anxiety, among others. A major clinical outcome of the results presented to 
the family members helped reduce personal guilt and augment potential hope for 
future healing. Our laboratory's prior research established that carriers of 
four or more alleles measured by GARS (DRD1-DRD4, DAT1, MOR, GABABR3, COMT, 
MAOAA, and 5HTLPR) are predictive of the addiction severity index (ASI) for drug 
abuse, and carriers of seven or more alleles are predictive of severe 
alcoholism. This generational case series shows the impact that genetic 
information has on reducing stigma and guilt in a nuclear family struggling with 
RDS behaviors. The futuristic plan is to introduce an appropriate DNA-guided 
""pro-dopamine regulator"" into the recovery and enhancement of life."
137,"We aimed to investigate the impact of aging on the relationship among the 
composition of gut microbiota, gastrointestinal (GI) symptoms, and the course of 
treatment for major depressive disorder (MDD) by analyzing the datasets from our 
previous study. Patients with MDD were recruited, and their stools were 
collected at three time points (baseline, midterm, and endpoint) following the 
usual antidepressant treatment. Gut microbiota were analyzed using 16S rRNA gene 
sequencing. Patients were categorized into two groups based on their age: the 
late-life group over 60 years and the middle-aged group under 60 years. GI 
symptoms were assessed with scores of item 11 of the Hamilton Anxiety Rating 
Scale. One hundred and ninety samples were collected from 32 patients with MDD. 
Several gut microbes had higher relative abundances in the late-life group than 
in the middle-aged group. In addition, the late-life group showed significantly 
higher diversity in the Chao1 index at baseline compared with the middle-aged 
group. We further found possible microbial taxa related to GI symptoms in 
patients with late-life depression. The abundance of several bacterial taxa may 
contribute to GI symptoms in the late-life depression, and our findings suggest 
that the therapeutic targets for the application of gut microbiota may differ 
depending on the age group of patients with depression."
138,"We describe our institutional experience of developing a liquid biopsy approach 
using circulating tumor DNA (ctDNA) analysis for personalized medicine in cancer 
patients, focusing on the hurdles encountered during the multistep process in 
order to benefit other investigators wishing to set up this type of study in 
their institution. Blood samples were collected at the time of cancer surgery 
from 209 patients with one of nine different cancer types. Extracted tumor DNA 
and circulating cell-free DNA were sequenced using cancer-specific panels and 
the Illumina MiSeq machine. Almost half of the pairs investigated were 
uninformative, mostly because there was no trackable pathogenic mutation 
detected in the original tumor. The pairs with interpretable data corresponded 
to 107 patients. Analysis of 48 gene sequences common to both panels was 
performed and revealed that about 40% of these pairs contained at least one 
driver mutation detected in the DNA extracted from plasma. Here, we describe the 
choice of our overall approach, the selection of the cancer panels, and the 
difficulties encountered during the multistep process, including the use of 
several tumor types and in the data analysis. We also describe some case reports 
using longitudinal samples, illustrating the potential advantages and rewards in 
performing ctDNA sequencing to monitor tumor burden or guide treatment for 
cancer patients."
139,"Congenital and early onset bilateral sensorineural hearing loss (SNHL) is mainly 
caused by mutations in numerous genes. The introduction of universal newborn 
hearing screening (UNHS) has increased the number of infants with mild, 
moderate, and moderate-to-severe sensorineural hearing loss (SNHL) detected in 
the first year of life. We aimed to evaluate the audiological features in 
patients with mild, moderate, and moderate-to-severe SNHL according to genotype. 
Audiological and genetic data were analyzed for 251 patients and their relatives 
with congenital bilateral mild, moderate, and moderate-to-severe SNHL. Hearing 
loss severity, audiogram profile, interaural symmetry, and dynamics of hearing 
thresholds were analyzed. In this case, 165 patients had GJB2 gene mutations, 30 
patients were identified with STRC mutations, and 16 patients had pathogenic or 
likely pathogenic USH2A mutations. The presence of at least one GJB2 
non-truncating variant in genotype led to less severe hearing impairment. The 
flat and gently sloping audiogram profiles were mostly revealed in all groups. 
The follow-up revealed the stability of hearing thresholds. GJB2, STRC, and 
USH2A pathogenic variants were detected in most patients in our cohort and were 
congenital in most cases."
140,"Genetic polymorphisms in cytochrome P450 genes can cause variation in 
metabolism. Thus, single nucleotide variants significantly impact drug 
pharmacokinetics, toxicity factors, and efficacy and safety of medicines. The 
distribution of CYP450 alleles varies drastically across ethnicities, with 
significant implications for personalized medicine and the healthcare system. We 
combined whole-genome and exome sequencing data to provide a review of CYP450 
allele polymorphisms with clinical importance. Data were collected from 800 
unrelated Iranians (100 subjects from 8 major ethnicities of Iran), more than 
32,000 unrelated Europeans (other than Caucasian), and four Middle Eastern 
countries. We analyzed the frequencies and similarities of 17 CYP450 frequent 
alleles related to nine important CYP450 isoenzymes and homozygous and 
heterozygous genotypes based on these alleles in eight major Iranian ethnics by 
integrating these data with population-specific linkage information and compared 
these datasets with mentioned populations."
141,"ETS-related gene (ERG) fusion affects prostate cancer depending on the degree of 
expression of ERG. Solute Carrier Family 45 Member 3 (SLC45A3) is the 
second-most common 5' partner gene of ERG rearrangement. However, the molecular 
pathological features of SLC45A3:ERG (S:E) fusion and therapeutic methods have 
not been studied at all. S:E fusion-positive cancers (n = 10) were selected from 
the Tumor Fusion Gene Data Portal website. Fusion-negative cancers (n = 50) were 
selected by sorting ERG expression level in descending order and selecting the 
bottom to 50th sample. Totally, 1325 ERG correlated genes were identified by a 
Pearson correlation test using over 0.3 of absolute correlation coefficiency 
(|R| &gt; 0.3). Pathway analysis was performed using over-representation 
analysis of correlated genes, and seven cancer-related pathways (focal adhesion 
kinase (FAK)/PI3K-Akt, JAK-STAT, Notch, receptor tyrosine kinase/PDGF, TGF-β, 
VEGFA, and Wnt signaling) were identified. In particular, focal adhesion kinase 
(FAK)/PI3K-Akt signaling and JAK-STAT signaling were significantly enriched in 
S:E fusion-positive prostate cancer. We further identified therapeutic targets 
and candidate drugs for S:E fusion-positive prostate cancer using gene-drug 
network analysis. Interestingly, PDGFRA and PDGFRB were the most frequently 
predicted therapeutic targets, and imatinib targeted both genes. In this study, 
we provide extensive information on cellular signaling pathways involved in S:E 
fusion-positive prostate cancer and also suggest therapeutic methods."
142,"BACKGROUND: Diffuse large B-cell lymphoma (DLBCL) is the most prevalent type of 
lymphoma that is potentially curable by chemotherapy. Immunogenic cell death 
(ICD) is regarded as an essential process for the clearance of residual tumor 
cells. However, the impact of ICD on DLBCL remains unknown. Here, we tried to 
explore the prognostic role of ICD in DLBCL.
METHODS: A gene expression microarray of DLBCL was downloaded from the Gene 
Expression Omnibus (GEO). The genes involved in ICD were obtained via literature 
reviews. Then, based on univariate, multivariate, and LASSO Cox regression 
analysis, the ICD-related gene signature was identified. The effect of the 
ICD-related gene signature on DLBCL was explored. The chi-square test was used 
to compare complete response rate (CRR) and recurrence rate between high- and 
low-risk groups.
RESULTS: The signature based on 12 ICD-related genes could independently predict 
the overall survival of DLBCL. Furthermore, high risk was linked to lower CRR 
and higher recurrence rate. Then, a nomogram based on the ICD-related gene 
signature was established. The area under the curve of the prediction model 
reached 0.820 in the training set and 0.780 in the validation set.
CONCLUSIONS: This study suggested that the ICD-related gene signature could be a 
novel prognostic indicator for DLCBL."
143,"Hepatic fibrosis (HF) is a major cause of liver-related disorders and together 
with cancer-associated fibroblasts can favor liver cancer development by 
modulating the tumor microenvironment. Advanced HF, characterized by an excess 
of extracellular matrix (ECM), is mediated by TGF- β1, that activates hepatic 
stellate cells (HSCs) and fibroblasts. A TGF-β1 receptor inhibitor, LY2157299 or 
Galunisertib (GLY), has shown promising results against chronic liver 
progression in animal models, and we show that it can be further improved by 
enhancing GLYs bioavailability through encapsulation in polymeric 
polygalacturonic-polyacrylic acid nanomicelles (GLY-NMs). GLY-NMs reduced HF in 
an in vivo rat model of liver fibrosis induced by intraperitoneal injection of 
CCl4 as shown by the morphological, biochemical, and molecular biology 
parameters of normal and fibrotic livers. Moreover, GLY-NM was able to induce 
recovery from HF better than free GLY. Indeed, the encapsulated drug reduces 
collagen deposition, hepatic stellate cells (HSCs) activation, prevents fatty 
degeneration and restores the correct lobular architecture of the liver as well 
as normalizes the serum parameters and expression of the genes involved in the 
onset of HF. In summary, GLY-NM improved the pharmacological activity of the 
free TGF- β1 inhibitor in the in vivo HF treatment and thus is a candidate as a 
novel therapeutic strategy."
144,"The approval of larotrectinib and entrectinib for cancer patients harboring an 
NTRK gene fusion has represented a milestone in the era of ""histology-agnostic"" 
drugs. Among the clinical trials that led to the approval of these two drugs, 
most of the enrolled patients were affected by soft tissue sarcomas, lung, and 
salivary gland cancer. However, as next-generation sequencing assays are 
increasingly available in the clinical setting, health care professionals may be 
able to detect NTRK gene fusions in patients affected by tumor types under or 
not represented in the clinical trials. To this aim, we systematically reviewed 
MEDLINE from its inception to 31 August 2022 for case reports and case series on 
patients with NTRK gene fusion-positive tumors treated with TRK inhibitors. A 
virtual cohort of 43 patients was created, excluding those enrolled in the 
above-mentioned clinical trials. Although our results align with those existing 
in the literature, various cases of central nervous system tumors were 
registered in our cohort, confirming the benefit of these agents in this 
subgroup of patients. Large, multi-institutional registries are needed to 
provide more information about the efficacy of TRK inhibitors in cancer patients 
affected by tumor types under or not represented in the clinical trials."
145,"The phosphoinositide 3-kinase (PI3K) pathway plays a key role in cancer, 
influencing growth, proliferation, and survival of tumor cells. PIK3CA mutations 
are generally oncogenic and responsible for uncontrolled cellular growth. PI3K 
inhibitors (PI3Ki) can inhibit the PI3K/AKT/mTOR pathway, although burdened by 
not easily manageable toxicity. Among PI3Ki, alpelisib, a selective p110α 
inhibitor, is approved for the treatment of hormone receptor (HR)+/HER2- PIK3CA 
mutant metastatic breast cancer (BC) that has progressed to a first line 
endocrine therapy. PIK3CA mutations are also present in triple negative BC 
(TNBC) and HER2+ BC, although the role of PI3K inhibition is not well 
established in these subtypes. In this review, we go through the PI3K/AKT/mTOR 
pathway, describing most common mutations found in PI3K genes and how they can 
be detected. We describe the available biological and clinical evidence of 
PIK3CA mutations in breast cancers other than HR+/HER2-, summarizing clinical 
trials investigating PI3Ki in these subtypes."
146,"INTRODUCTION: Differential diagnostics of early-onset schizophrenia and autism 
spectrum disorders (ASD) are a problem of child psychiatry. The prognosis and 
relevant treatment are to a large degree determined by the correctness of 
diagnosis. We found earlier that leucocyte DNA of adult schizophrenia patients 
contained significantly larger copy numbers of ribosomal repeats (rDNA) coding 
for rRNA, than DNA of mentally healthy controls.
AIM: To compare the contents of ribosomal repeats in the leucocyte DNA of 
children with schizophrenia, children with ASD, and healthy age-matched controls 
to estimate the possibility of using this genetic trait in the differential 
diagnostics of the two types of disorders.
PATIENTS AND METHODS: Blood samples of patients with infantile autism (A-F84.0 
according to ICD-10, N = 75) and with childhood-onset schizophrenia (SZ-F20.8 
according to ICD-10, N = 43) were obtained from the Child Psychiatry Department 
of the Mental Health Research Center. The healthy control blood samples (HC, N = 
86) were taken from the Research Centre for Medical Genetics collection. The 
recruitment of cases was based on the clinical psychopathologic approach. DNA 
was extracted from blood leukocytes with organic solvents. Nonradioactive 
quantitative hybridization technique was applied for determining the abundance 
of ribosomal repeats in the genomes. Statistical processing was performed using 
StatPlus, Statgraphics and MedCalc.
FINDINGS: DNA derived from SZ cases contained 565 ± 163 rDNA copies, which is 
significantly (p &lt; 10-6) higher than the rDNA content in ASD cases (405 ± 109 
copies) and controls (403 ± 86 copies). The HC and A groups did not differ by 
rDNA copy number (p &gt; 0.4). The genetic trait ""rDNA copy number in patient's 
genome"" can potentially be applied as an additional marker in differential 
diagnostics of childhood-onset schizophrenia and autism spectrum disorders."
