,0
10,"Extracellular vesicles (EVs) are lipid membrane-bound particles involved in 
cell-to-cell communication through a delivery of regulatory molecules essential 
for physiological processes. Since EVs efficiently vectorize specific cargo 
molecules, they have been proposed as suitable vehicles for therapeutic agents. 
Drug loading into EVs can be achieved by active, exogenous strategies or by 
genetic modifications of vesicle-producing cells. With the aim to produce EVs 
conveying therapeutic proteins, we genetically engineered and compared HEK293 to 
tumor cells. Tetraspanin-based RFP fusions were found to be more stable and 
preferentially sorted into EVs in HEK293. EVs isolated from genetically modified 
HEK293 cells media were captured by cancer cells, efficiently delivering their 
cargo. Cathepsin B cleavage site introduced between CD9/CD81 and RFP was 
recognized by tumor specific proteases allowing the release of the reporter 
protein. Our results indicate HEK293 cells as a preferential system for the 
production of EVs and pave the way to the development of nano-platforms for the 
efficient delivery of therapeutic proteins and prodrugs to tumor cells."
11,"Hepatocellular carcinoma (HCC) is a malignant tumor leading cancer-associated 
high mortality worldwide. Unfortunately, the most commonly used drug 
therapeutics not only lack of target ability and efficiency, but also exhibit 
severe systemic toxicity to normal tissues. Thus, effective and targeted 
nanodrug of HCC therapy is emerging as a more important issue. Here, we design 
and develop the novel nanomicelles, namely Mannose-polyethylene glycol 
600-Nitroimidazole (Man-NIT). This micelle compound with high purity comprise 
two parts, which can self-assemble into nanoscale micelle. The outer shell is 
selected mannose as hydrophilic moiety, while the inner core is nitroimidazole 
as hydrophobic moiety. In the cell experiment, Man-NIT was more cellular uptake 
by HCCLM3 cells due to the mannose modification. Mannose as a kind of glucose 
transporter 1 (GLUT1) substrate, can specifically recognize and bind to 
over-expressed GLUT1 on carcinoma cytomembrane. The nitroimidazole moiety of 
Man-NIT was reduced by the over-expressed nitroreductase with reduced 
nicotinamide adenine dinucleotide phosphate (NADPH) as the cofactor, resulting 
in transient deletion of NADPH and glutathione (GSH). The increase of reactive 
oxygen species (ROS) in HCCLM3 cells disturbed the balance of redox, and finally 
caused the death of tumor cells. Additional in vivo experiment was conducted 
using twenty-four male BALB/c nude mice to build the tumor model. The results 
showed that nanomicelles were accumulated in the liver of mice. The tumor size 
and pathological features were obviously improved after nanomicelles treatment. 
It indicates that namomicelles have a tumor inhibition effect, especially 
Man-NIT, which may be a potential nanodrug of chemotherapeutics for HCC therapy."
12,"Five-year survival of pancreatic cancer (PC) remains low. Murine models may not 
adequately mimic human PC and can be too small for medical device development. A 
large animal PC model could address these issues. We induced and characterized 
pancreatic tumors in Oncopigs (transgenic swine containing KRASG12D and 
TP53R167H). Oncopigs underwent injection of adenovirus expressing Cre 
recombinase (AdCre) into one of the main pancreatic ducts. Resultant tumors were 
characterized by histology, cytokine expression, exome sequencing and 
transcriptome analysis. Ten out of fourteen Oncopigs (71%) had gross tumor 
within three weeks. At necropsy all of these subjects had gastric outlet 
obstruction secondary to pancreatic tumor and phlegmon. Oncopigs with injections 
without Cre recombinase and wild type pigs with AdCre injection did not show 
notable effect. Exome and transcriptome analysis of the porcine pancreatic 
tumors revealed similarity with the molecular signatures and pathways of human 
PC. While further optimization and validation of this porcine PC model would be 
beneficial, it is anticipated that this model will be useful for focused 
research and development of diagnostic and therapeutic technologies for PC."
13,"Tuberculosis remains a global health threat with high morbidity. Dendritic cells 
(DCs) participate in the acute and chronic inflammatory responses to 
Mycobacterium tuberculosis (Mtb) by directing the adaptive immune response and 
are present in lung granulomas. In macrophages, the interaction of lipid 
droplets (LDs) with mycobacteria-containing phagosomes is central to 
host-pathogen interactions. However, the data available for DCs are still a 
matter of debate. Here, we reported that bone marrow-derived DCs (BMDCs) were 
susceptible to Mtb infection and replication at similar rate to macrophages. 
Unlike macrophages, the analysis of gene expression showed that Mtb infection 
induced a delayed increase in lipid droplet-related genes and proinflammatory 
response. Hence, LD accumulation has been observed by high-content imaging in 
late periods. Infection of BMDCs with killed H37Rv demonstrated that LD 
accumulation depends on Mtb viability. Moreover, infection with the attenuated 
strains H37Ra and M. bovis-BCG induced only an early transient increase in LDs, 
whereas virulent Mtb also induced delayed LD accumulation. In addition, 
infection with the BCG strain with the reintroduced virulence RD1 locus induced 
higher LD accumulation and bacterial replication when compared to parental BCG. 
Collectively, our data suggest that delayed LD accumulation in DCs is dependent 
on mycobacterial viability and virulence."
14,"BACKGROUND: The accuracy of alpha-fetoprotein (AFP) as a diagnostic marker for 
hepatocellular carcinoma (HCC) is insufficient, and the application of abnormal 
prothrombin (PIVKA-II) in HCC is still controversial.
METHODS: Serum AFP and PIVKA-II levels were analyzed in 145 cases of HCC, 57 of 
benign liver disease, 55 of cholangiocarcinoma and gallbladder carcinoma, 112 of 
other gastrointestinal tumors with liver metastasis, and 101 healthy controls. 
Receiver operating characteristic curve and area under the curve were used to 
evaluate the diagnostic value of AFP and PIVKA-II for HCC. The changes in serum 
AFP and PIVKA-II levels before and after treatment in 47 HCC patients who 
underwent surgery and 77 who received interventional treatment were used to 
evaluate treatment efficacy and prognosis in HCC.
RESULTS: The concentrations of AFP and PIVKA-II in the HCC group were 
significantly higher than those in other groups (p < 0.01). The diagnostic value 
of PIVKA-II in HCC was better than that of AFP, and combined detection improved 
the diagnostic sensitivity and specificity. The levels of AFP and PIVKA-II after 
liver cancer surgery were significantly lower than those before surgery. 
Elevated levels of PIVKA-II before surgery predicted disease progression, and 
patients who remained positive for PIVKA-II after surgery had worse prognosis 
than those who became negative after surgery.
CONCLUSIONS: Combined detection of AFP and PIVKA-II is superior to both tests 
alone. We found that higher serum level of PIVKA-II indicates more severe HCC, 
with worse prognosis, while the level of AFP had no correlation with the 
prognosis."
15,"The present study aims to evaluate the pretherapeutic Fibrinogen-Albumin-Ratio 
Index (FARI), as currently reliable biomarkers to predict therapy response and 
prognosis of patients with advanced vulvar cancer are missing. Data of 124 
consecutive patients, who underwent primary resection for vulvar cancer ≥ pT1b, 
were retrospectively analyzed. Associations between the FARI and disease 
recurrence were assessed fitting receiver operating characteristics (ROC) and 
binary logistic regression models; univariate and multivariable Cox regression 
models for disease-specific survival (DSS) and progression-free survival (PFS) 
were performed. A pretherapeutic low FARI cut at its median (&lt;9.67) is 
significantly associated with younger age (65.5 vs. 74.0 years) and higher risk 
of recurrence (52.4% vs. 26.2%). The ROC analysis calculates the area under the 
curve (AUC) of the FARI for a PFS &lt; 6 months of 0.700 and for a DSS &lt; 12 
months of 0.706, outperforming fibrinogen and albumin alone. The FARI remained 
independently predictive for PFS (HR 0.84, 95% CI [0.99-1.03], p = 0.009) and 
DSS (HR 0.82, 95% CI [0.70-0.99], p = 0.019), also in multivariable survival 
analysis. Despite the FARI's promising predictive and prognostic value, however, 
further elucidation of its precise mode of action is warranted before clinical 
application as it appears to rely only on subtle changes of fibrinogen levels."
16,"Radiotherapy (RT) is a mainstay of treatment for brain tumors. To minimize the 
risk of side effects while maximizing the therapeutic effects, personalized 
treatment plans, consisting mainly of genomics, radiomics, and mathematical 
modeling, are increasingly being used. We hypothesize that personality 
characteristics could influence treatment outcomes and thus could be used to 
help personalize RT. Therefore, the aim of this study was to identify the 
psychological characteristics associated with post-treatment physical status and 
quality of life (QoL) in patients with brain tumors undergoing RT. Two 
psychological tests-the Eysenck Personality Questionnaire and the State-Trait 
Anxiety Inventory-were administered prior to RT. Physical parameters before and 
after RT were also assessed through the following tests: hand grip strength, 
Timed Up and Go test, 6 Min Walk Test, and Functional Independence Measure. The 
Functional Assessment of Cancer Therapy-General (FACT-G) was used to assess QoL. 
The Functional Assessment of Chronic Illness Therapy-Fatigue (FACIT-F) was 
administered to assess fatigue. Neuroticism was significantly associated with 
low FACT-G Physical Well-Being scores. Psychoticism was associated with an 
improvement in physical fitness scores after RT. These findings suggest that 
personality traits should be considered when designing a personalized 
radiotherapy plan."
17,"OBJECTIVE: To develop and validate magnetic resonance (MR) imaging-based 
radiomics models for high-risk endometrial cancer (EC) prediction 
preoperatively, to be able to estimate deep myometrial invasion (DMI) and 
lymphovascular space invasion (LVSI), and to discriminate between low-risk and 
other categories of risk as proposed by ESGO/ESTRO/ESP (European Society of 
Gynaecological Oncology-European Society for Radiotherapy & Oncology and 
European Society of Pathology) guidelines.
METHODS: This retrospective study included 96 women with EC who underwent 1.5-T 
MR imaging before surgical staging between April 2009 and May 2019 in two 
referral centers divided into training (T = 73) and validation cohorts (V = 23). 
Radiomics features were extracted using the MODDICOM library with manual 
delineation of whole-tumor volume on MR images (axial T2-weighted). Diagnostic 
performances of radiomic models were evaluated by area under the receiver 
operating characteristic (ROC) curve in training (AUCT) and validation (AUCV) 
cohorts by using a subset of the most relevant texture features tested 
individually in univariate analysis using Wilcoxon-Mann-Whitney.
RESULTS: A total of 228 radiomics features were extracted and ultimately limited 
to 38 for DMI, 29 for LVSI, and 15 for risk-classes prediction for logistic 
radiomic modeling. Whole-tumor radiomic models yielded an AUCT/AUCV of 0.85/0.68 
in DMI estimation, 0.92/0.81 in LVSI prediction, and 0.84/0.76 for 
differentiating low-risk vs other risk classes 
(intermediate/high-intermediate/high).
CONCLUSION: MRI-based radiomics has great potential in developing advanced 
prognostication in EC."
18,"Pancreatic cancer is mainly driven by mutations in the KRAS oncogene. While this 
cancer has shown remarkable therapy resistance, new approaches to inhibit 
mutated KRAS, KRAS activators and effectors show promise in breaking this 
therapeutic deadlock. Here, we review these innovations in therapies that target 
RAS signaling in pancreatic cancer from a clinical point of view. A number of 
promising approaches are currently in clinical trials or in clinical 
development. We focus on small-molecule drugs but also discuss immunotherapies 
and tumor vaccines."
19,"PURPOSE: This study utilized a radiomics approach combined with a machine 
learning algorithm to distinguish primary lung cancer (LC) from solitary lung 
metastasis (LM) in colorectal cancer (CRC) patients with a solitary pulmonary 
nodule (SPN).
MATERIALS AND METHODS: In a retrospective study, 239 patients who underwent 
chest computerized tomography (CT) at three different institutions between 2011 
and 2019 and were diagnosed as primary LC or solitary LM were included. The data 
from the first institution were divided into training and internal testing 
datasets. The data from the second and third institutions were used as an 
external testing dataset. Radiomic features were extracted from the intra and 
perinodular regions of interest (ROI). After a feature selection process, 
Support vector machine (SVM) was used to train models for classifying between LC 
and LM. The performances of the SVM classifiers were evaluated with both the 
internal and external testing datasets. The performances of the model were 
compared to those of two radiologists who reviewed the CT images of the testing 
datasets for the binary prediction of LC versus LM.
RESULTS: The SVM classifier trained with the radiomic features from the 
intranodular ROI and achieved the sensitivity/specificity of 0.545/0.828 in the 
internal test dataset, and 0.833/0.964 in the external test dataset, 
respectively. The SVM classifier trained with the combined radiomic features 
from the intra- and perinodular ROIs achieved the sensitivity/specificity of 
0.545/0.966 in the internal test dataset, and 0.833/1.000 in the external test 
data set, respectively. Two radiologists demonstrated the 
sensitivity/specificity of 0.545/0.966 and 0.636/0.828 in the internal test 
dataset, and 0.917/0.929 and 0.833/0.929 in the external test dataset, which 
were comparable to the performance of the model trained with the combined 
radiomics features.
CONCLUSION: Our results suggested that the machine learning classifiers trained 
using radiomics features of SPN in CRC patients can be used to distinguish the 
primary LC and the solitary LM with a similar level of performance to 
radiologists."
20,"Disease activity in rheumatoid arthritis (RA) is influenced by activation of 
circulating and synovial immune cells. Regulatory T cells (Tregs) and monocytes 
are key cells that drive inflammation in RA. This study investigated if a 
relationship exists between disease activity in RA and circulating Treg and 
monocyte numbers and phenotypes. A potential sialic acid (Sia) mediated link 
between Tregs and monocytes was also probed in vitro. Peripheral blood 
mononuclear cells (PBMCs) were isolated from RA patient (n = 62) and healthy 
control (n = 21) blood using density gradient separation. Flow cytometry was 
used to count and phenotype Treg and monocyte subsets, and to sort healthy 
control Tregs for Sia cell culture experiments. The effects of Sia on activated 
Treg FoxP3 and NFκB expression was assessed by flow cytometry and concentrations 
of secreted TNFα, IL-10 and IFNγ determined by ELISA. High disease activity RA 
patients who were unresponsive to disease modifying anti-rheumatic drugs (n = 
31), have significantly lower relative numbers (percentages) of CD4+CD25+CD127- 
Tregs (p &lt; 0.01) and memory CD45RA-FoxP3+ Tregs (p &lt; 0.01), compared to 
low disease activity responders (n = 24). Relative numbers of non-classical 
CD169+ monocytes are associated with disease activity in RA (p = 0.012). Sia 
reduced Treg expression of FoxP3, NFκB and cytokines in vitro. A strong 
association has been identified between non-classical CD169+ monocytes and 
post-treatment disease activity in RA. This study also indicates that Sia can 
reduce Treg activation and cytokine release. We postulate that such a reduction 
could be mediated by interaction with sialyted proteins captured by CD169+ 
monocytes."
21,"Postoperative complications such as seroma formation and wound-site infection 
occur following completion axillary lymph node dissection (ALND) for melanoma. 
We analyzed the impact of time-to-drain removal and drainage volume on seroma 
formation after ALND. We retrospectively analyzed data from 118 patients after 
completion ALND for melanoma. Primary endpoints were daily amount of drainage 
volume, seroma formation and time-to-drain removal. Secondary endpoints included 
patient-related, disease-specific and perioperative parameters as well as the 
number of histologically analyzed lymph nodes and surgical complications graded 
by the Clavien-Dindo classification (CDCL). Statistical analyses were performed 
using logistic regression models. Drain removal around the 8th postoperative day 
was statistically associated with a lower risk for the occurrence of seroma 
formation (p &lt; 0.001). Patients with an increased drainage volume during the 
early postoperative days were more prone to develop seroma after drain removal. 
With 49% (CDCL I and II), most complications were managed conservatively, while 
only 5.9% (CDCL III) required revision surgery (CDCL overall: 55.9%). ALND is a 
safe procedure with a low rate of severe CDCL III type of complications. To 
decrease seroma evacuation, our results imply that drains should be removed 
around the 8th postoperative day to reduce the risk of infection, readmission or 
prolonged hospitalization."
22,"Synergistic drug combinations often provide effective strategies to increase 
treatment efficacy and, during therapy, it is a time-dependent process. Data for 
colorectal and lung cancer in vivo were used for the phenomenological study of 
dynamical synergy during treatments. The proposed approach takes into 
consideration tumor regrowth by macroscopic laws. The time dependencies of 
synergistic drug combinations are analyzed by different parametric indicators. 
The cumulative effects of the single therapy and drug combinations are 
quantitatively well described and related to the cumulative doses. In 
conclusion, the analysis of dynamical synergy during chemotherapy has to take 
into account the effects of the drug doses and the tumor regrowth, which can 
provide a reliable description of the synergistic time dependence."
23,"Lung cancer is one of the most common and lethal cancers worldwide. Numerous 
medications targeting specific molecular alterations in non-small cell lung 
cancer have been introduced in the last decade and have revolutionized the 
clinical management of the disease. Their use has brought to a parallel 
evolution of molecular testing techniques to identify alterations in druggable 
molecular targets within the genetic material of the tumors. To perform 
molecular testing, biopsy or surgery tissue specimens are needed, which in 
addition allow the histological characterization of the tumors. Unfortunately, 
in real-life practice not all the patients are suitable for biopsy or surgery 
procedures. The use of liquid biopsy for blood extracted tumoral DNA analysis is 
a promising approach in unbiopsied cases, but it is also weighted by several 
methodological and technical limitations. We report here a case of 
histologically undiagnosed lung cancer managed with a liquid biopsy and 
subsequently with anti-EGFR treatment. Our report highlights that the use of 
liquid biopsy molecular testing in specific clinical situations can offer 
treatment opportunities for fragile patients affected by lung cancer."
24,"We describe our institutional experience of developing a liquid biopsy approach 
using circulating tumor DNA (ctDNA) analysis for personalized medicine in cancer 
patients, focusing on the hurdles encountered during the multistep process in 
order to benefit other investigators wishing to set up this type of study in 
their institution. Blood samples were collected at the time of cancer surgery 
from 209 patients with one of nine different cancer types. Extracted tumor DNA 
and circulating cell-free DNA were sequenced using cancer-specific panels and 
the Illumina MiSeq machine. Almost half of the pairs investigated were 
uninformative, mostly because there was no trackable pathogenic mutation 
detected in the original tumor. The pairs with interpretable data corresponded 
to 107 patients. Analysis of 48 gene sequences common to both panels was 
performed and revealed that about 40% of these pairs contained at least one 
driver mutation detected in the DNA extracted from plasma. Here, we describe the 
choice of our overall approach, the selection of the cancer panels, and the 
difficulties encountered during the multistep process, including the use of 
several tumor types and in the data analysis. We also describe some case reports 
using longitudinal samples, illustrating the potential advantages and rewards in 
performing ctDNA sequencing to monitor tumor burden or guide treatment for 
cancer patients."
