,0
322,"Coronavirus disease 2019 (COVID-19) is a highly infectious disease caused by 
severe acute respiratory syndrome coronavirus 2 (SARS-COV-2). Though many 
methods have been used for detecting SARS-COV-2, development of an ultrafast and 
highly sensitive detection strategy to screen and/or diagnose suspected cases in 
the population, especially early-stage patients with low viral load, is 
significant for the prevention and treatment of COVID-19. In this study, a novel 
restriction endonuclease-mediated reverse transcription multiple cross 
displacement amplification (MCDA) combined with real-time fluorescence analysis 
(rRT-MCDA) was successfully established and performed to diagnose COVID-19 
infection (COVID-19 rRT-MCDA). Two sets of specific SARS-COV-2 rRT-MCDA primers 
targeting opening reading frame 1a/b (ORF1ab) and nucleoprotein (NP) genes were 
designed and modified according to the reaction mechanism. The SARS-COV-2 
rRT-MCDA test was optimized and evaluated using various pathogens and clinical 
samples. The optimal reaction condition of SARS-COV-2 rRT-MCDA assay was 65°C 
for 36 min. The SARS-COV-2 rRT-MCDA limit of detection (LoD) was 6.8 copies per 
reaction. Meanwhile, the specificity of SARS-COV-2 rRT-MCDA assay was 100%, and 
there was no cross-reaction with nucleic acids of other pathogens. In addition, 
the whole detection process of SARS-COV-2 rRT-MCDA, containing the RNA template 
processing (15 min) and real-time amplification (36 min), can be accomplished 
within 1 hour. The SARS-COV-2 rRT-MCDA test established in the current report is 
a novel, ultrafast, ultrasensitive, and highly specific detection method, which 
can be performed as a valuable screening and/or diagnostic tool for COVID-19 in 
clinical application. This article is protected by copyright. All rights 
reserved."
323,"BACKGROUND: Patients with homozygous sickle cell disease (HbSS) and clinical 
splenomegaly by 6 months of age appeared at greater risk of invasive infections 
after 5 years of the Jamaican Cohort Study. We determined whether this risk 
remained significant over a longer study period, using a more rigorous 
definition of infection and examining the contribution of potential confounders.
METHODS: Newborn screening of 100,000 consecutive deliveries during 1973-1981 
detected 311 births with HbSS. Age at first clinical splenomegaly was used to 
categorize 285 of these patients in whom this could be determined: at or before 
7 months (early), after 7 months (later), or 'never' palpated despite repeated 
examinations. Infective episodes were confined to 'first infections confirmed by 
positive culture'. Using a generalized linear model, the risk of septicaemia was 
assessed in each group, after adjusting for potential confounders.
RESULTS: Of 93 'first infections', 42 occurred in 105 subjects in the 'early' 
group, 49 in 157 subjects in the 'later' group, and two in 23 subjects in the 
'never' group; the observed to expected ratio of 1.42, 0.90 and 0.22 was highly 
significant (p = .003). Assessed as risk ratios, 'early' splenomegaly had a 
significantly higher risk ratio (RR) for septicaemia (RR = 7.4, confidence 
interval [CI]: 1.1-50.7, p < .05) when compared to the 'never' group adjusting 
for vaccine exposure and foetal haemoglobin concentration. The most common 
organisms were Streptococcus pneumoniae, Salmonella species, Haemophilus 
influenzae and Staphylococcus aureus.
CONCLUSION: Early clinical splenomegaly in HbSS remains a predictor of 
septicaemia, defining a group that may require closer monitoring."
324,"Anticancer drug development is important for human health, yet it remains a 
tremendous challenge. Photodynamic therapy (PDT), which induces cancer cell 
apoptosis via light-triggered production of reactive oxygen species, is a 
promising method. However, it has minimal efficacy in subcellular targeting, 
hypoxic microenvironments, and deep-seated malignancies. Here, we constructed a 
breast cancer photo-activable theranostic nanosystem through the rational design 
of a synthetic lysosomal-targeted molecule with multifunctions as 
aggregation-induced near-infrared (NIR) emission, a photosensitizer (PDT), and 
organosilver (chemotherapy) for NIR imaging and synergistic cancer therapy. The 
synthetic molecule could self-assemble into nanoparticles (TPIMBS NPs) and be 
stabilized with amphiphilic block copolymers for enhanced accumulation in tumor 
sites through passive targeting while reducing the leakage in normal tissues. 
Through photochemical internalization, TPIMBS NPs preferentially concentrated in 
the lysosomes of cancer cells and generated reactive oxygen species (ROS) upon 
light irradiation, resulting in lysosomal rupture and release of PSs to the 
cytosol, which led to cell apoptosis. Further, the photoinduced release of Ag+ 
from TPIMBS NPs could act as chemotherapy, significantly improving the overall 
therapeutic efficacy by synergistic effects with PDT. This research sheds fresh 
light on the creation of effective cancer treatments."
325,"BACKGROUND AND OBJECTIVE: Lipocalin 2 (LCN2), a glycoprotein expressed in 
epithelial cells and leukocytes, has an antibacterial effect and plays a role in 
innate immunity. The delivery of LCN2 encapsulated in liposomes to oral 
epithelium may be useful to prevent oral infectious diseases. This study aimed 
to investigate the inhibitory effect of LCN2, artificially synthesized using a 
cell-free protein synthesis (CFPS) system, on the adhesion of Porphyromonas 
gingivalis to oral epithelial cells in order to approach oral healthcare using 
LCN2.
METHODS: LCN 2 was synthesized using a CFPS system and assayed by Western 
blotting, mass spectrometry and enzyme-linked immunosorbent assay (ELISA). The 
bilayer liposomes were prepared by the spontaneous transfer method using 
1,2-dioleoyl-sn-glycero-3 phosphocholine (DOPC), 3-sn-phosphatidylcholine from 
Egg Yolk (Egg-PC), and 1,2-dioleoyl-sn-glycero-3 phosphoethanolamine (DOPE). The 
cellular and medium fractions derived from the culture of oral epithelial cells 
with liposome-encapsulated LCN2 were assayed by Western blotting and ELISA. The 
effect of the synthesized LCN2 on adhesion of the labeled P. gingivalis to oral 
epithelial cells was investigated as an evaluation of its antibacterial 
activity.
RESULTS: The synthesized LCN2 protein was identified by Western blotting; its 
amino acid sequence was similar to that of recombinant LCN2 protein. The 
additions of DOPE and octa-arginine in the outer lipid-layer components of 
liposome significantly increased the delivery of liposomes to epithelial cells. 
When oral epithelial cells were cultured with the synthesized and 
liposome-encapsulated LCN2, LCN2 was identified in the cellular and medium 
fractions by Western blotting and its concentration in the cellular fraction 
from the culture with the synthesized LCN2 was significantly higher than that of 
a template DNA-free protein. The synthesized LCN2 and liposome-encapsulated LCN2 
significantly inhibited the adhesion of P. gingivalis to oral epithelial cells 
compared with template DNA-free protein.
CONCLUSION: LCN2 was artificially synthesized by a CFPS system, encapsulated in 
liposomes, and delivered to oral epithelial cells, and demonstrated an 
antibacterial action against P. gingivalis. This approach may become a useful 
model for oral healthcare."
326,"BACKGROUND: There have been significant changes in clinical guidelines for 
sickle cell disease (SCD) over the past two decades, including updated 
indications for hydroxyurea, transfusions, and iron overload management. In 
practice however, there are few studies that examine SCD care utilization over 
time.
METHODS: We conducted a serial cross-sectional cohort study of pediatric SCD 
patients from 2004 to 2019 using Georgia Medicaid claims data. For each year, we 
reported receipt of any transfusion, chronic transfusion, or three or more 
filled hydroxyurea prescriptions. For children receiving chronic transfusion 
(six or more annual transfusions), we evaluated iron overload diagnosis, 
monitoring, and chelation use. Among children with sickle cell anemia (SCA), we 
examined rates of transfusions and hydroxyurea use. The Cochran-Armitage test 
was used to assess trend.
RESULTS: There were 5316 unique children 2-18 years old with SCD enrolled in 
Georgia Medicaid from 2004 to 2019. Children receiving any transfusion increased 
from 2004 to 2010, then stabilized. In SCA patients, chronic transfusions 
initially increased from 2004 to 2010, then stabilized from 2010 to 2019. For 
chronically transfused children, monitoring of iron burden and filled chelator 
prescriptions both increased significantly. Hydroxyurea use in SCA patients 
increased from 12% to 37%, with increases noted within each age group, most 
notably from 21% to 60% in the 13-18-year-old cohort.
CONCLUSION: We demonstrated changes in SCD care utilization over time, including 
increased hydroxyurea use, changes in transfusion rates, and increased attention 
to iron overload management. While trends in clinical management do follow 
updates in treatment guidelines, there is still delayed and suboptimal uptake of 
guideline recommendations in pediatric SCD patients."
327,"BACKGROUND: Anterior cruciate ligament injury (ACLI) is a common sports injury 
of the knee joint, and ACLI patients often develop early knee osteoarthritis 
(KOA) after surgery. This may be due to the activation of a post-surgical 
inflammatory response.
OBJECTIVES: To investigate the treatment efficacy of arthroscopic anterior 
cruciate ligament reconstruction (AACLR) combined with sodium hyaluronate (SH) 
in ACLI patients with and without KOA.
MATERIAL AND METHODS: This prospective cohort study included 226 ACLI patients 
with or without KOA who were admitted between July 2015 and December 2018 into 
The Second Xiangya Hospital, Changsha, China. All patients received AACLR 
surgery combined with 50 mg SH. Serum levels of inflammatory markers were 
evaluated with enzyme-linked immunosorbent assay (ELISA), and knees were 
assessed using the Lysholm Knee Score and the International Knee Documentation 
Committee Knee Evaluation Form (IKDC). The range of motion of the knee joint was 
also measured.
RESULTS: The mean disease course was 73.39 ±30.90 months for ACLI patients with 
KOA, which was significantly longer than for those without KOA (3.74 ±1.70 
months). Also, surgery duration was remarkably longer for patients with KOA than 
it was for those without this disease. The Lysholm Knee Score and IKDC score, as 
well as the range of knee joint motion were significantly improved in all 
patients after treatment compared to baseline. However, no significant 
differences were found between the groups. One day, 3 days and 7 days after 
surgery, significantly higher inflammatory marker levels were found in the 
patients with KOA than in those without KOA.
CONCLUSIONS: The AACLR combined with SH was efficacious as it improved knee 
function and inflammation in all patients, while patients without KOA exhibited 
a more rapid recovery from the post-surgical inflammatory response."
328,"OBJECTIVE: To inform efforts to improve equity in the quality of behavioral 
healthcare by examining income-related differences in performance on HEDIS 
behavioral health measures in Medicare Advantage (MA) plans.
DATA SOURCES AND STUDY SETTING: Reporting Year 2019 MA HEDIS data were obtained 
and analyzed.
STUDY DESIGN: Logistic regression models were used to estimate differences in 
performance related to enrollee income, adjusting for sex, age, and 
race-and-ethnicity. Low-income enrollees were identified by Dual Eligibility for 
Medicare and Medicaid or receipt of the Low-Income Subsidy (DE/LIS). Models 
without and with random effects for plans were used to estimate overall and 
within-plan differences in measure performance. Heterogeneity by 
race-and-ethnicity in the associations of low-income with behavioral health 
quality were examined using models with interaction terms.
DATA COLLECTION/EXTRACTION METHODS: Data were included for all MA contracts in 
the fifty states and the District of Columbia that collect HEDIS data.
PRINCIPAL FINDINGS: For six of eight measures, enrollees with DE/LIS coverage 
were more likely to have behavioral health conditions that qualify for HEDIS 
measures than higher income enrollees. In mixed-effects logistic regression 
models, DE/LIS coverage was associated with statistically significantly worse 
overall performance on five measures, with four large (>5 percentage point) 
differences (-7.5 to -11.1 percentage points) related to follow-up after 
hospitalization and avoidance of drug-disease interactions. Where the 
differences were large, they were primarily within-plan rather than 
between-plan. Interactions between DE/LIS and race-and-ethnicity were 
statistically significant (p<0.05) for all measures; income-based quality gaps 
were larger for White enrollees than for Black or Hispanic enrollees.
CONCLUSIONS: Low income is associated with lower performance on behavioral 
health HEDIS measures in MA, but these associations differ across 
racial-and-ethnic groups. Improving care integration and addressing barriers to 
care for low-income enrollees may improve equity across income levels in 
behavioral healthcare. This article is protected by copyright. All rights 
reserved."
329,"Device-measured physical activity and sedentary time are suggested to be more 
important determinants of all-cause mortality compared to body mass index (BMI) 
in mainly older adults. However, the joint associations of physical activity and 
sedentary time with BMI in relation to mortality risk in relatively healthy 
middle-aged individuals are unclear. We followed 770 adults (56 % women, mean 
age 55.6 years) from a population-based cohort study for up to 15.3 years. BMI 
categories were combined with tertiles of total, light, and moderate-to-vigorous 
physical activity and sedentary time. Cox proportional hazards models estimated 
hazard ratios (HR) of all-cause mortality with 95% confidence intervals (CI). 
High total and light intensity physical activity and low sedentary time were 
associated with a lower risk of mortality in normal weight individuals compared 
with low active overweight/obese; HR: 0.35 (CI: 0.14, 0.86), HR: 0.33 (CI 0.12, 
0.89) and HR: 0.34 (CI: 0.13, 0.92). Among overweight/obese individuals, those 
who were medium active in light physical activity had a lower mortality risk, 
HR: 0.36 (CI: 0.15, 0.83), compared with low active. Medium sedentary 
individuals had a lower risk, HR: 0.43 (CI: 0.20, 0.94) compared with those who 
were most sedentary. Associations among the most active or least sedentary 
tertiles were similar irrespective of BMI category. In conclusion, higher 
physical activity and lower sedentary time were associated with lower mortality 
risk irrespective of BMI. Physical activity should be promoted and prescribed to 
individuals with low physical activity levels irrespective of weight status."
330,"Through his broad perspectives and curiosity, Howard Rachlin took behaviorism, 
added critical perspectives and behavioral economics, and contributed 
substantially to developing behaviorism as an approach to addressing complex 
human actions and engagements. This essay describes the influence of Rachlin's 
work in three areas that reflect this broader growth of the field: 1) 
teleological behaviorism as a response to essentialist thinking about behavior, 
typified by Ryle's category mistake and including concepts in psychopathology; 
2) self-control as choices among rewards differing by amount and delay and the 
application of this model to clinical and preventive interventions; and 3) 
behavioral economic modeling of social support as a commodity substitutable for 
other commodities of interest such as nicotine. These and the body of Rachlin's 
work suggest a view not only of interdependencies among behaviors, patterns of 
behavior, and their consequences, but more broadly, of interdependencies among 
different settings and their effects on behavior, leading to a behaviorism of 
systems and contexts. Replacing essentialist discourse of individuals, 
individual behaviors, and discrete influences, a world view or Weltanschauung 
emerges of diffuse interdependencies across patterns, individuals, settings, 
systems, probabilities, and consequences."
331,"OBJECTIVES: Aeromonas spp. often cause life-threatening diseases, including 
necrotizing fasciitis, which may lead to septic shock and ultimately death. 
Aeromonas infections are believed to be transmitted via minor wounds or the 
consumption of fresh fish. However, after the detection of Aeromonas hydrophila 
(A. hydrophila) in ticks in areas endemic to Japanese spotted fever (JSF), a 
novel transmission route of A. hydrophila (i.e., via tick bites) has been 
proposed. We investigated the prevalence of A. hydrophila in ticks in areas 
endemic and not endemic to JSF in the Mie Prefecture, Japan.
METHODS: We collected ticks from endemic and nonendemic areas in summer and 
winter and assessed them for presence of A. hydrophila using PCR.
RESULTS: Six A. hydrophila isolates were obtained from 95 ticks in endemic 
areas, while one A. hydrophila isolate was obtained from 142 ticks in 
non-endemic areas, in summer. All ticks that harbored A. hydrophila were 
Haemaphysalis longicornis (H.L); these ticks were almost at the larval stage and 
also carried Rickettsia spp. in the endemic area. In contrast, 51 and 41 ticks 
in the endemic and non-endemic areas were captured in winter, respectively; A. 
hydrophila was not detected in these.
CONCLUSIONS: This study revealed the prevalence of tick-borne A. hydrophila. 
Therefore, the risk of transmission of A. hydrophila via a tick bite should be 
considered in the following conditions: areas abundant in H. L. harboring 
Rickettsia spp., in areas endemic for JSF, presence of ticks in the larval 
stage, and during the summer season. This article is protected by copyright. All 
rights reserved."
332,"OBJECTIVE: Risk factors of mortality in critically ill children with 
hemophagocytic lymphohistiocytosis (HLH) are not well described. This systematic 
review aims to determine overall mortality of critically ill children with HLH, 
and describes etiologies, treatment, and pediatric intensive care unit (PICU) 
support employed.
DATA SOURCES: PubMed, Embase, Web of Science, CINAHL, and Cochrane Library from 
inception until February 28, 2022.
STUDY SELECTION: Observational studies and randomized controlled trials 
reporting children aged 18 years or below, diagnosed with HLH and admitted to 
the PICU.
DATA EXTRACTION: Etiologies, treatment modalities, PICU therapies, and mortality 
outcomes were summarized. Random-effects meta-analysis was performed.
DATA SYNTHESIS: Total 36 studies (total patients = 493, mean age: 49.5 months 
[95% confidence interval (CI): 30.9-79.5]) were included. Pooled mortality rate 
was 32.6% (95% CI: 23.4-42.4). The most frequent etiologies for HLH were 
infections (53.3%) and primary HLH (12.8%), while the remaining cases were due 
to other causes of secondary HLH, including autoimmune diseases, malignancy, and 
drug-induced and idiopathic HLH. Pooled mortality rate was higher in primary 
than secondary HLH (72.2%, 95% CI: 57.8-84.5 vs. 23.9%, 95% CI: 14.4-35.02; p < 
.01). Univariate analysis found that treatment with etoposide was associated 
with higher mortality, while intravenous immunoglobulins (IVIGs) were associated 
with lower mortality. Conversely, multivariable analysis adjusted for etiology 
demonstrated no association between etoposide and IVIG use, and mortality. 
Twenty-one studies (total patients = 278) had detailed information on PICU 
therapies. Mechanical ventilation (MV), continuous renal replacement therapy, 
and inotropes were used in 107 (38.5%), 66 (23.7%), and 51 patients (18.3%), 
respectively. Need for MV was associated with increased risk of mortality (mean 
difference = 28%, 95% CI: 9-47).
CONCLUSION: Critically ill children with HLH have high mortality rates and 
require substantial PICU support. Collaborative work between multiple centers 
with standardized data collection can potentially provide more robust data."
333,"BACKGROUND/OBJECTIVES: The primary objective was to assess pain catastrophizing 
and functional disability in pediatric patients with epidermolysis bullosa (EB) 
and their parents/guardians. Secondary objectives included examining 
relationships between pain catastrophizing, functional disability, and 
correlations with other factors (e.g., age, disease severity, and percent of 
body surface area (BSA) involved).
METHODS: Patients with EB ages 8-16 and their parents/guardians who were English 
or Spanish speaking completed a one-time online survey. Parent measures 
included: demographics questionnaire, Pain Catastrophizing Scale-Parent (PCS), 
and Parent Functional Disability Inventory (FDI). Child measures included: PCS 
child and child FDI. Higher scores on both scales indicate higher levels of 
catastrophizing and functional disability.
RESULTS: Of 31 children, the mean age was 11.47 years and the majority (70.97%) 
had dystrophic EB. Mean scores were: 35.84 = PCS parent; 34.58 = PCS child; 
30.87 = parent FDI; 29.77 = child FDI. Total scores for PCS parent, parent FDI, 
and child FDI increased significantly with disease severity and percentage of 
involved BSA (p < .01 for all). Total scores for PCS child increased 
significantly with percent of EB skin involvement (p = .04) but not disease 
severity. Older children reported more functional disability than their parents 
and younger children (p = .02).
CONCLUSIONS: Our results demonstrate significant positive correlations between 
negative thoughts related to pain and the experience of functional difficulties 
in patients with EB and their caregivers. Psychological, psychiatric, and/or 
behavioral interventions to help managing chronic pain may be effective for 
patients with EB."
334,"BACKGROUND AND AIMS: To determine the incidence of inflammatory bowel disease 
(IBD) in the Mackay-Isaac-Whitsunday region in Northern Queensland (-21.14° S) 
and to allow a comparison with Southern Australian and New Zealand data 
(Geelong, Australia -38.14° S; Tasmania -41.43° S and -42.88° S (Launceston and 
Hobart) and Canterbury, New Zealand -43.46 °S).
DESIGN: A prospective observational community population-based IBD study was 
conducted between 1 June 2017 and 31 May 2018.
OUTCOME MEASURES: Primary includes the crude annual incidence rate of IBD, 
Crohn's disease (CD), ulcerative colitis (UC) and inflammatory bowel 
disease-unclassified (IBDU), while secondary includes disease phenotype and 
behaviour.
RESULTS: Fifty-six new cases of IBD were identified. Twenty-three were CD, 30 
were UC and 3 were IBDU. The crude annual incidence rate per 100 000 for IBD, 
CD, UC and IBDU were 32.2 (95% confidence interval (CI): 24.78-41.84), 13.23 
(95% CI: 8.79-19.90), 17.25 (95% CI: 12.06-24.67) and 1.73 (95% CI: 0.56-5.35). 
When directly age-standardised to the World Health Organisation Standard 
Population Distribution, the overall CD, UC and IBDU incidence were 13.19, 17.34 
and 1.85 per 100 000, with an overall age-standardised IBD incidence of 32.38.
CONCLUSIONS: This is the first study to define the incidence of IBD in a 
Northern Australian cohort and to allow a comparison between North and Southern 
Australia. The IBD crude is the highest reported in Australia. Like others, we 
found a high and low incidence of upper gastrointestinal Crohn's disease and 
complicated disease at diagnosis respectively, likely reflective of the 
increased availability and early uptake of endoscopic procedures."
335,"PURPOSE: With increased concomitant chronic diseases in type 2 diabetes mellitus 
(T2DM), the use of multiple drugs increases as well as the risk of drug-drug 
interactions (DDI) and adverse drug reactions (ADR). Nevertheless, how 
medication patterns vary in T2DM patients across different sex and age groups is 
unclear. This study aims to identify and quantify common drug combinations in 
first-time metformin users with polypharmacy (≥5 co-medications).
METHODS: New users of metformin were identified from the IQVIA Medical Research 
Data incorporating data from THIN, A Cegedim Database (2016-2019). A descriptive 
cohort study explored prescription patterns in patients with polypharmacy. The 
Apriori algorithm, used to find frequent item-sets in databases, was first-time 
applied to identify and quantify drug combinations of up to 7 drugs to 
investigate potential harmful polypharmacy patterns.
RESULTS: The cohort included 34,169 new-users of metformin, of which 20,854 
(61.0%) received polypharmacy. Atorvastatin was the most frequently 
co-prescribed drug with metformin overall (38.7%), in women (34.3%) and men 
(42.6%). In the stratified analysis, a higher proportion of women received 
polypharmacy (65.6%) compared to men (57.4%). Moreover, the proportion of 
patients receiving polypharmacy increased with age (18 - 39 years = 30.4%, 40 - 
59 years = 50.5%, 60 - 74 years = 70.9%, and ≥75 years = 84.3%).
CONCLUSION: This study is the first to identify and quantify commonly prescribed 
combinations of drugs compounds in patients with polypharmacy using the Apriori 
algorithm. The high polypharmacy prevalence at all strata indicates the need to 
optimize polypharmacy to minimize DDI and ADR. This article is protected by 
copyright. All rights reserved."
336,"The consumption pattern of alcohol varies between cultures and different 
communities. Moreover, alcohol consumption pattern depends on age, religion, 
education, type of drink, and other socio-economic parameters. Alcohol use has 
reportedly declined in most developed counties, but developing countries still 
witnessed an increasing trend. The study investigated socio-economic drivers, 
nature, and patterns of alcohol use among adult men in India. We have also 
investigated the state-level alcohol prevalence in India better to understand 
the impact of state-level alcohol prohibition policies. We have retrieved the 
data from the National Family Health survey's fourth and fifth-round, which was 
conducted in 2015-2016 and 2020-2021, respectively. We used the bi-variate 
technique to estimate that percentage of men who consume alcohol. Furthermore, a 
multivariate logistic regression model was applied to assess the association of 
each background characteristic with alcohol consumption. It is observed that 19 
percent of men aged 15 and above currently drink alcohol, including 20 percent 
in rural and 17 percent in urban areas. The consumption of tadi/madi/country 
liquor/homemade liquor was high in rural areas than in urban areas in both 
rounds of the survey. Additionally, beer or wine consumption is higher in urban 
areas than in rural areas in NFHS-4 and NFHS-5. Among the 35-49 years of age 
group, around 6 and 8 times more likely to consume alcohol in NFHS-4 and NFHS-5, 
respectively. Rural men were 18 and one percent less likely to consume alcohol 
in NFHS-4 & 5 compared to urban (OR: 0.82 and 0.99 in NFHS-4 & 5 respectively). 
Despite an overall reduction in alcohol consumption among men, lowering alcohol 
consumption remains the main priority of policymakers. There is a need to target 
the most vulnerable socio-economic segments where alcohol consumption is still a 
problem, one of the primary reasons for violence against women."
337,"OBJECTIVES: Rotavirus infection is the leading cause of acute gastroenteritis in 
children. Children with rotavirus infection may have symptoms such as diarrhea 
or vomiting. Diarrheal diseases caused by rotavirus and other enteric pathogens 
cannot be differentiated on the basis of clinical symptoms. Therefore, 
diagnostic testing is essential to confirm a diagnosis of rotavirus infection. 
The aim of the meta-analysis is to evaluate the diagnostic accuracy of 
immunochromatographic rotavirus antigen tests in children.
METHODS: We searched the PubMed, Embase, Cochrane Library, and Google Scholar 
databases for studies evaluating the diagnostic accuracy of antigen tests for 
rotavirus in children. We included studies that provided sufficient data to 
construct a 2 × 2 table on a per patient basis. The overall sensitivity and 
specificity of the antigen tests were determined using a bivariate 
random-effects model.
RESULTS: Twelve studies with 4407 participants were included in the study. The 
meta-analysis yielded a pooled sensitivity of 89.2% (95% confidence interval 
[CI]: 77.4%-95.3%) and pooled specificity of 93.2% (95% CI: 83.8%-97.3%). A 
subgroup analysis of such tests in children aged ≤5 years yielded a pooled 
sensitivity of 87.1% and pooled specificity of 91.8%. Another subgroup analysis 
of high-quality studies involving 820 participants yielded a pooled sensitivity 
of 92.3% and pooled specificity of 95.2%.
CONCLUSIONS: Rotavirus antigen tests have high sensitivity for the diagnosis of 
rotavirus infection in children with acute gastroenteritis. In addition, such 
tests may be effective for the identification and clinical management of 
rotavirus infection in children and the prevention of disease progression. This 
article is protected by copyright. All rights reserved."
338,"Reorientational dynamics of intrinsically disordered proteins (IDPs) contain 
multiple motions often clustered around three motional modes: ultrafast 
librational motions of amide groups, fast local backbone conformational 
fluctuations and slow chain segmental motions. This dynamic picture is mainly 
based on 15N NMR relaxation studies of IDPs at relatively low temperatures where 
the amide-water proton exchange rates are sufficiently small. Less is known, 
however, about the dynamics of IDPs at more physiological temperatures. Here, we 
investigate protein dynamics in a 441-residue long IDP, tau protein, in the 
temperature range from 0-25 °C, using 15N NMR relaxation rates and spectral 
density analysis. While at these temperatures relaxation rates are still better 
described in terms of amide group librational motions, local backbone dynamics 
and chain segmental motions, the temperature-dependent trend of spectral 
densities suggests that the timescales of fast backbone conformational 
fluctuations and slower chain segmental motions might become inseparable at 
higher temperatures. Our data demonstrate the remarkable dynamic plasticity of 
this prototypical IDP and highlight the need for dynamic studies of IDPs at 
multiple temperatures."
339,"PURPOSE OF REVIEW: Kidney transplant failure results in significant patient 
morbidity and mortality, increased financial burden and exacerbates the organ 
shortage faced by kidney transplant candidates. The different strategies to 
maximize graft survival in kidney transplant recipients is presented in this 
review.
RECENT FINDINGS: Maximizing kidney graft survival requires optimizing 
immunosuppression, preventing and managing recurrent disease and using general 
chronic kidney disease strategies to slow allograft injury. Herein, we review: 
1) strategies to tailor immunosuppression to the individual patient to avoid 
over and underimmunosuppression, and avoid immunosuppression-related drug 
toxicities, 2) latest findings in the following recurrent diseases: focal 
segmental glomerulosclerosis, membranous nephropathy, complement-mediated kidney 
disease and monoclonal gammopathy of renal significance, and, 3) approaches to 
slow allograft injury including BP control, and the use of antiproteinuric 
agents and SGLT-2 inhibitors.
SUMMARY: The last two decades has seen significant improvement in allograft 
outcomes resulting from advances in immunosuppression. With the federal 
government's renewed focus on kidney disease and transplantation, and recent 
advances in biomarkers, genetic testing, big data analytics and machine 
learning, we hope to see further outcome improvements in the next decade."
340,"PURPOSE OF REVIEW: Despite the availability of potent antivirals, consensus 
guidelines and decades of research, cytomegalovirus (CMV) continues to be 
associated with negative outcomes after solid organ transplant. This has been 
attributed to postprophylaxis CMV infection and a lack of development of 
CMV-specific cell mediated immunity (CMI). A shift from a focus on antiviral 
prevention to a focus on CMI target attainment is needed to improve CMV outcomes 
after transplantation.
RECENT FINDINGS: There are many obstacles to CMI target attainment. Antiviral 
stewardship programs (AVS) have been employed to improve patient outcomes 
through appropriate antiviral use, reduction of unnecessary exposure and 
resistance mitigation. By focusing on the patient's unique substrate of 
conglomerate risk factors and addressing these factors specifically with 
evidenced based methodology, the AVS can address these obstacles, increasing 
rates of CMI and subsequently reducing risk of future CMV infection and negative 
outcomes.
SUMMARY: With its multidisciplinary composition utilizing decades of experience 
from antimicrobial stewardship principles and practices, the AVS is uniquely 
poised to facilitate the shift from a focus on prevention to CMI target 
attainment and be the supporting pillar for the frontline transplant clinician 
caring for transplant patients with CMV."
341,"PURPOSE OF REVIEW: Delayed graft function is a common early posttransplant event 
predictive of adverse outcomes including hospital readmission, impaired 
long-term graft function, and decreased graft and patient survival. The purpose 
of this review is to summarize recent literature describing delayed graft 
function in hopes of better understanding and managing this condition.
RECENT FINDINGS: Recent research efforts have been garnered towards risk factor 
modification, prevention, and earlier detection of delayed graft function. In 
this review, we aim to summarize current innovative approaches and future 
directions.
SUMMARY: Delayed graft function portends worse graft and patient outcomes. 
Continued research to prevent, and detect early perturbations in allograft 
function, and more optimally manage this disease will hopefully improve graft 
function, along with graft/patient survival."
342,"OBJECTIVE: HIV infection and malaria have been associated with different 
complications during pregnancy and delivery. HIV-positive pregnant women are at 
increased risk for all adverse outcomes of malaria during pregnancy. The main 
objective was to analyze the obstetric and perinatal consequences of malaria, 
HIV infection and HIV/malaria coinfection in pregnant women and newborns, which 
has been less well evaluated.
METHODS: A cross-sectional study was carried out in the Maternity Service of the 
Provincial Hospital of Tete Mozambique, involving completion of a structured 
questionnaire that included demographic data, and information on the current 
pregnancy, delivery and the newborn. In total 819 women (13 to 45 years old) in 
the immediate postpartum period were enrolled between 1 March and 31 October 
2016.
RESULTS: The overall prevalence of HIV and malaria, considered separately, in 
pregnant women was approximately 12% (103 women with HIV and 101 with malaria). 
Only one-fifth of HIV-infected women knew their HIV status before pregnancy. A 
significantly higher proportion of women with HIV attended 4 or more antenatal 
care visits than women without HIV. Caesarean section was less frequent in HIV 
patients, and peripartum urinary infection was more frequent than in 
seronegative women [13/103 (12,6%) vs 34/716 (4,7%)]. HIV/malaria coinfection 
was 17/819 (2%) and was significantly associated with the development of 
preeclampsia when HIV-infected patients received antiretroviral treatment, and 
with an increase in urinary tract infections around delivery. With respect to 
the newborn, coinfection increased the frequency of early neonatal death, as 
well as neonatal asphyxia and jaundice.
CONCLUSIONS: In Mozambique, the prevalence of malaria and HIV infection in women 
of childbearing age continues to be high and contributes additively to 
complications during pregnancy and childbirth, and in the newborn. Therefore, 
integrating HIV, malaria and reproductive health services is essential if 
maternal and fetal outcomes are to improve. This article is protected by 
copyright. All rights reserved."
